COMMIT_ALG,NUM_SERVER_THREADS,Throughput,execute_phase (in us) ,prepare_phase (in us) ,commit_phase (in us) ,abort (in us) ,log_size,99%_latency,average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,network (in us) ,lock_phase (in us) ,num_aborts_restart,90%_latency,num_cache_updates,num_cache_remove,num_home_txn,time_waiting_for_job,time_write_queue,time_read_queue,num_aborts_execute,CP1,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,num_cache_evictions,time_send_msg,CC_ALG,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_debug3,time_debug1,num_cache_misses,num_remote_txn,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,CC (row) (in us) ,int_debug5,int_aborts_rs3,wait (in us) ,int_aborts_rs1,int_debug4,run_time,time_recv_msg,num_cache_hits,max_latency,int_aborts_rs2,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,Hostname,time_idle,num_aborts_remote,logic (in us) ,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,num_cache_inserts,CC (index) (in us) ,num_renew_success,int_possibMVCC,num_waits,num_renew_failure,num_rw_check,time_wait_buffer,READ_PERC,time_write_output_queue,95%_latency,Metrics,num_aborts_rs,num_renew,num_no_need_to_renewal,num_remote_write_txn,time_abort_queue,num_commits,num_renewals,num_rw_read,num_aborts,time_output_idle,num_pre_aborts
ONE_PC,2,2015.69,"       247.244 (0.244514,0.255165,0,0,)","       458.111 (0.40476,0.521081,0,0,)","        283.73 (0.350239,0.22318,0,0,)","               0 (0,0,0,0,)","                     0 (0,0,0,0,)",0.00264325,0.000989085,0,"               0.00561924 (0,0,0.00561924,0,)","0 (0,0,0,0,)","                        0 (0,0,0,0,)","             786.29 (0.800822,0.78827,0,0,)","          0 (0,0,0,0,)","           0 (0,0,0,0,)",0.00120031,"            0 (0,0,0,0,)","             0 (0,0,0,0,)","                 2021 (1025,996,0,0,)","         0 (0,0,0,0,)","             0.00783314 (0,0,0.00783314,0,)","              0.0401533 (0,0,0,0.0401533,)","           0 (0,0,0,0,)","	2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00262,0.0056649,0.000785823,1.4867e-05,0,0.000711256,0,0,2.097e-06,0,5.284e-06,0,1.1906e-05,8.1451e-05,0.0023459,1.308e-06,2.6435e-05,6.578e-06,0.00235681,0.00264055,0,0.000697604,0.00232675,0,0,0,6.03e-07,0,0.00537522,0,0,0,0,7.11e-07,0,0,5.11e-06,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,","               0 (0,0,0,0,)","             0 (0,0,0,0,)",0.1,"          0 (0,0,0,0,)","                0.0393314 (0,0,0,0.0393314,)",WAIT_DIE,"              0 (0,0,0,0,)","         0 (0,0,0,0,)","               0 (0,0,0,0,)","              0.984669 (0.0478795,0,0.93679,0,)","                  0 (0,0,0,0,)","                  0.0070913 (0,0,0.0070913,0,)","                  0.00284405 (0,0,0,0.00284405,)","                  0 (0,0,0,0,)","                  0 (0,0,0,0,)","                  0 (0,0,0,0,)","                  0 (0,0,0,0,)","             0 (0,0,0,0,)","               1598 (812,786,0,0,)","0 (0,0,0,0,)",FALSE,"            0 (0,0,0,0,)","            0 (0,0,0,0,)","                   0 (0,0,0,0,)","               0 (0,0,0,0,)","                0 (0,0,0,0,)","               0 (0,0,0,0,)","                   0 (0,0,0,0,)","                     2.00527 (1.00265,1.00262,0,0,)","                0.0534147 (0,0,0.0534147,0,)","               0 (0,0,0,0,)",0.116167,"               0 (0,0,0,0,)","            0 (0,0,0,0,)","                0 (0,0,0,0,)","                   0.0221159 (0,0,0,0.0221159,)","        0.0114062 (0.00685054,0.0045557,0,0,)","               0 (0,0,0,0,)","                  0 (0,0,0,0,)","0 (0,0,0,0,)","      491 (240,251,0,0,)", node-0.computenode.spark-pg0.clemson.cloudlab.us. Node ID=0.,"                    1.53126 (0.785208,0.746055,0,0,)","            0 (0,0,0,0,)","               178.467 (0.162032,0.198651,0,0,)","                   0 (0,0,0,0,)","              0 (0,0,0,0,)","                 0 (0,0,0,0,)","                   0 (0,0,0,0,)","                   0 (0,0,0,0,)","                   0 (0,0,0,0,)","             0 (0,0,0,0,)","                377 (193,184,0,0,)","0 (0,0,0,0,)","             0.434739 (0.196962,0.237778,0,0,)","               0 (0,0,0,0,)","            0 (0,0,0,0,)","          114.304 (0.100721,0.130287,0,0,)","            0 (0,0,0,0,)","               0 (0,0,0,0,)","                    0 (0,0,0,0,)","            0 (0,0,0,0,)","                 0 (0,0,0,0,)","             0.00624254 (0.00318169,0.00306084,0,0,)",0.5,"      0.00919317 (0.00412804,0.00506513,0,0,)",0.0012665,"	thr,num_local_txn,num_remote_readonly_txn,num_remote_write_txn,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                0 (0,0,0,0,)","                    0 (0,0,0,0,)","       0 (0,0,0,0,)","         1153 (592,561,0,0,)","             0 (0,0,0,0,)","                  2021 (1025,996,0,0,)","                 0 (0,0,0,0,)","                  0 (0,0,0,0,)","                   0 (0,0,0,0,)","             0.938961 (0,0,0,0.938961,)","               0 (0,0,0,0,)"
ONE_PC,4,3414.67,"       272.341 (0.23887,0.236838,0.227979,0.226901,0,0,)","       607.741 (0.519394,0.514628,0.522864,0.519764,0,0,)","        288.286 (0.240354,0.246294,0.247305,0.251119,0,0,)","               0 (0,0,0,0,0,0,)","                     0 (0,0,0,0,0,0,)",0.00357013,0.00116837,0,"               0.00954652 (0,0,0,0,0.00954652,0,)","0 (0,0,0,0,0,0,)","                        0 (0,0,0,0,0,0,)","             843.843 (0.726963,0.72643,0.707836,0.722182,0,0,)","          0 (0,0,0,0,0,0,)","           0 (0,0,0,0,0,0,)",0.00152932,"            0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)","                 3417 (844,844,875,854,0,0,)","         0 (0,0,0,0,0,0,)","             0.0140787 (0,0,0,0,0.0140787,0,)","              0.0631363 (0,0,0,0,0,0.0631363,)","           0 (0,0,0,0,0,0,)","	4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00203,0.00348784,0.000365585,1.6059e-05,0,0.000409314,0,0,3.684e-06,0,2.452e-06,0,2.6417e-05,4.0419e-05,0.000628935,4.824e-06,5.7262e-05,1.0139e-05,0.000599265,0.000969058,0,0.00183703,0.000681761,0,0,0,0,0,0.00264458,0,0,0,0,1.376e-06,0,0,9.379e-06,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,1,0,0,0,0,","               0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)",0.1,"          0 (0,0,0,0,0,0,)","                0.0744379 (0,0,0,0,0,0.0744379,)",WAIT_DIE,"              0 (0,0,0,0,0,0,)","         0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","              1.33636 (0.434814,0,0,0,0.901545,0,)","                  0 (0,0,0,0,0,0,)","                  0.0128327 (0,0,0,0,0.0128327,0,)","                  0.00272091 (0,0,0,0,0,0.00272091,)","                  0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)","               2816 (703,698,704,711,0,0,)","0 (0,0,0,0,0,0,)",FALSE,"            0 (0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","                0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","                     4.00273 (1.0007,1.00068,1.00068,1.00068,0,0,)","                0.0805007 (0,0,0,0,0.0805007,0,)","               0 (0,0,0,0,0,0,)",0.0915753,"               0 (0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,)","                0 (0,0,0,0,0,0,)","                   0.0379131 (0,0,0,0,0,0.0379131,)","        0.0182911 (0.0059703,0.00400269,0.00409577,0.00422237,0,0,)","               0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","0 (0,0,0,0,0,0,)","      837 (196,206,220,215,0,0,)", node-0.computenode.spark-pg0.clemson.cloudlab.us. Node ID=0.,"                    3.47038 (0.873538,0.871159,0.862537,0.863146,0,0,)","            0 (0,0,0,0,0,0,)","               108.829 (0.0863117,0.0899985,0.0978555,0.0977024,0,0,)","                   0 (0,0,0,0,0,0,)","              0 (0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)","                662 (164,157,185,156,0,0,)","0 (0,0,0,0,0,0,)","             0.458413 (0.107692,0.111323,0.120026,0.119373,0,0,)","               0 (0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,)","          57.0266 (0.0479292,0.0475758,0.0500225,0.0493324,0,0,)","            0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","                    0 (0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,)","             0.0130096 (0.00329576,0.00326844,0.00322269,0.00322273,0,0,)",0.5,"      0.00723918 (0.00254745,0.00172207,0.00147068,0.00149899,0,0,)",0.00165067,"	thr,num_local_txn,num_remote_readonly_txn,num_remote_write_txn,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                0 (0,0,0,0,0,0,)","                    0 (0,0,0,0,0,0,)","       0 (0,0,0,0,0,0,)","         1918 (484,481,470,483,0,0,)","             0 (0,0,0,0,0,0,)","                  3417 (844,844,875,854,0,0,)","                 0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","             0.903939 (0,0,0,0,0,0.903939,)","               0 (0,0,0,0,0,0,)"
ONE_PC,8,5137,"       310.125 (0.202634,0.197237,0.195313,0.203845,0.199745,0.206619,0.193735,0.195532,0,0,)","       896.226 (0.577377,0.58233,0.586601,0.574223,0.572597,0.581835,0.572175,0.561256,0,0,)","        347.689 (0.218633,0.219684,0.216682,0.220514,0.226472,0.210452,0.233024,0.242355,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                     0 (0,0,0,0,0,0,0,0,0,0,)",0.00408454,0.00155404,0,"               0.0144617 (0,0,0,0,0,0,0,0,0.0144617,0,)","0 (0,0,0,0,0,0,0,0,0,0,)","                        0 (0,0,0,0,0,0,0,0,0,0,)","             1117.1 (0.839408,0.651986,0.627103,0.645592,0.662005,0.817399,0.842872,0.657778,0,0,)","          0 (0,0,0,0,0,0,0,0,0,0,)","           0 (0,0,0,0,0,0,0,0,0,0,)",0.00173438,"            0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)","                 5142 (651,647,647,640,621,666,641,629,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,)","             0.0223676 (0,0,0,0,0,0,0,0,0.0223676,0,)","              0.104316 (0,0,0,0,0,0,0,0,0,0.104316,)","           0 (0,0,0,0,0,0,0,0,0,0,)","	8,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0068,0.0127783,0.00090124,6.6737e-05,0,0.00119655,0,0,9.825e-06,0,1.458e-05,0,6.2406e-05,9.6109e-05,0.00085879,9.928e-06,0.000105227,2.964e-05,0.000817823,0.00260555,0,0.00615785,0.00401488,0,0,1.0421e-05,3.85e-07,0,0.0120374,0,0,0,0,3.341e-06,0,0,2.7542e-05,0,0,1,1,0,0,0,0,2,0,5,0,1,5,0,7,1,0,0,0,0,","               0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)",0.1,"          0 (0,0,0,0,0,0,0,0,0,0,)","                0.0912237 (0,0,0,0,0,0,0,0,0,0.0912237,)",WAIT_DIE,"              0 (0,0,0,0,0,0,0,0,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","              1.57791 (0.696267,0,0,0,0,0,0,0,0.881643,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0.0206177 (0,0,0,0,0,0,0,0,0.0206177,0,)","                  0.00414453 (0,0,0,0,0,0,0,0,0,0.00414453,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)","               4171 (518,525,519,523,524,527,516,519,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,)",FALSE,"            0 (0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","                     8.00778 (1.00098,1.00098,1.00097,1.00096,1.00098,1.00098,1.00096,1.00098,0,0,)","                0.092003 (0,0,0,0,0,0,0,0,0.092003,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)",0.199435,"               0 (0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","                0 (0,0,0,0,0,0,0,0,0,0,)","                   0.0567033 (0,0,0,0,0,0,0,0,0,0.0567033,)","        0.0313967 (0.00607967,0.00360977,0.00357632,0.00393711,0.0033598,0.00361276,0.0036885,0.00353276,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,)","      1238 (146,153,160,156,148,181,144,150,0,0,)", node-0.computenode.spark-pg0.clemson.cloudlab.us. Node ID=0.,"                    7.14921 (0.895357,0.899901,0.896152,0.885341,0.88094,0.894319,0.898548,0.898648,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","               109.775 (0.0683803,0.0661191,0.068792,0.0755841,0.0812138,0.0705803,0.0667943,0.0669983,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","              0 (0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)","                965 (133,118,130,117,95,138,123,111,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,)","             0.706951 (0.0852188,0.0821408,0.085935,0.0964181,0.101785,0.08797,0.0834409,0.0840416,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","          40.5368 (0.0243087,0.0235308,0.0245657,0.0270972,0.0353945,0.0251739,0.0240487,0.0243209,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                    0 (0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,)","             0.0295774 (0.0038367,0.00386891,0.00376159,0.00324027,0.00372818,0.00372039,0.00378908,0.00363233,0,0,)",0.5,"      0.0106303 (0.00118459,0.00125613,0.00130675,0.00127555,0.00184387,0.00123403,0.0012351,0.00129431,0,0,)",0.00183233,"	thr,num_local_txn,num_remote_readonly_txn,num_remote_write_txn,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                0 (0,0,0,0,0,0,0,0,0,0,)","                    0 (0,0,0,0,0,0,0,0,0,0,)","       0 (0,0,0,0,0,0,0,0,0,0,)","         2939 (372,376,357,367,378,347,374,368,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)","                  5142 (651,647,647,640,621,666,641,629,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","             0.882954 (0,0,0,0,0,0,0,0,0,0.882954,)","               0 (0,0,0,0,0,0,0,0,0,0,)"
