log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,prepare_phase_1 (in us),num_aborts_restart,90%_latency,num_cache_misses,NUM_SERVER_THREADS,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_read_queue,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,num_cache_evictions,LOG_TIMEOUT,commit_phase (in us),time_send_msg,average_distributed_latency,CC (index) (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_debug3,time_debug1,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),time_recv_msg,num_cache_hits,int_aborts_ws1,95%_latency,max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,average_local_latency,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,time_idle,num_aborts_remote,network (in us),num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase (in us),num_cache_inserts,network_log (in us),COMMIT_ALG,num_cache_updates,total_log_yes (in us),num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,time_wait_buffer,READ_PERC,time_write_output_queue,CC (row) (in us),num_aborts_rs,num_renew,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,prepare_phase_2 (in us),num_pre_aborts
0,2427,0.00642933,228.758,0.00262781,0,0.00373678,0,0,1835.46,0,0.00441472,0,8,0,2427,0,2418.71,0.00846264,0.250449,0,0,0,0.05,0,1000,563.431,0.049999,0.00320819,49.9967,WAIT_DIE,0,0,0,0,1.91964,0,0.00752171,0.00202888,0,0,0,0,0,false,0,0,0,0,0,0,8.02741,162.832,0.0495343,0,0,0.00483346,0.00874706,0,0,0.0236643,0.196385,0.00181078,0,0,557,6.19976,0,1436.38,1434,0,0,0,0,0,5590,0,1008,0,0.472485,0,0,0,942.549,TWO_PC,0,1610.68,0,0,0,0,0,0,0.262894,0.5,0.0051849,0,0,0,0,862,2427,0,0,0,0,0.914755,0.153969,0
0,3453,0.00642299,196.412,0.00280031,0,0.00521678,0,0,2026.41,0,0.00478923,0,12,0,3453,0,3431.13,0.00972531,0.292124,0,0,0,0.05,0,1000,577.356,0.0624983,0.00351468,39.5128,WAIT_DIE,0,0,0,0,1.58455,0,0.00853371,0.00269303,0,0,0,0,0,false,0,0,0,0,0,0,12.0765,55.745,0.059594,0,0,0.00498539,0.0081996,0,0,0.0333929,0.302018,0.00181818,0,0,805,9.71506,0,1526.59,1975,0,0,0,0,0,7802,0,1454,0,0.269739,0,0,0,1004.08,TWO_PC,0,1694.06,0,0,0,0,0,0,0.403647,0.5,0.00601284,0,0,0,0,1194,3453,0,0,0,0,0.904354,0.131979,0
0,4288,0.00654167,209.67,0.0029961,0,0.00647645,0,0,2192.77,10,0.00489986,0,16,0,4288,0,4251.21,0.0115889,0.25836,10,0,0,0.05,0,1000,590.661,0.0744844,0.00379978,29.5064,WAIT_DIE,0.00397516,0,0,0,1.54695,0,0.0100626,0.00325041,0,0,0,0,0,false,0,0,0,0,0,0,16.1385,89.6758,0.0761182,0,0,0.00510707,0.0130664,0,8,0.0413959,0.390905,0.00191457,0,0,997,12.8461,0,1684.47,2473,0,0,0,0,10,9695,0,1828,0,0.502722,0,0,0,1047.98,TWO_PC,0,1782.17,0,0,0,0,0,0,0.538595,0.5,0.0100606,0,2,0,0,1463,4288,2.84374,0,0,10,0.902809,0.154982,0
0,5272,0.00674802,290.336,0.00305864,0,0.00789538,0,0,2184.25,3,0.00491403,0,20,0,5272,0,5213.39,0.0170889,0.275087,3,0,0,0.05,0,1000,582.689,0.0856405,0.00390046,180.263,WAIT_DIE,0.00228541,0,0,0,1.348,0,0.0151208,0.00455253,0,0,0,0,0,false,0,0,0,0,0,0,20.2249,196.985,0.0826305,0,0,0.00540192,0.0094991,0,0,0.050892,0.527513,0.00193497,0,0,1212,15.6666,0,1743.34,3008,0,0,0,1,3,11880,0,2258,0,1.24593,0,0,0,1028.6,TWO_PC,0,1739.59,0,0,0.890572,1,0,0,0.637415,0.5,0.0142463,0,3,0,0,1802,5272,1.18138,0,0,3,0.885829,0.188423,0
0,5569,0.00751271,281.534,0.00346105,0,0.00824829,0,0,2479.11,6,0.00544146,0,24,0,5569,0,5541.2,0.0162081,0.340194,6,0,0,0.05,0,1000,699.517,0.121857,0.00440269,44.2161,WAIT_DIE,0.00198589,0,0,0,1.53494,0,0.014294,0.00650891,0,0,0,0,0,false,0,0,0,0,0,0,24.1204,134.962,0.0881767,0,0,0.00619664,0.0224216,0,0,0.0537645,0.6405,0.0022168,0,0,1263,19.2738,0,1929.62,3159,0,0,0,0,6,12535,0,2399,0,0.968388,0,0,0,1241.36,TWO_PC,0,2099.09,0,0,0,0,0,0,0.733636,0.5,0.0114968,0,6,0,0,1907,5569,0.701889,0,0,6,0.839277,0.187878,0
0,6450,0.00884689,312.122,0.00348205,0,0.00948694,0,0,2513.12,4,0.00545642,0,28,0,6450,0,6403.48,0.0185667,0.34705,4,0,0,0.05,0,1000,655.146,0.13849,0.00454047,39.7265,WAIT_DIE,0.00105834,0,0,0,1.39113,0,0.0147534,0.00775485,0,0,0,0,0,false,0,0,0,0,0,0,28.2034,129.38,0.114387,0,0,0.00602446,0.0246276,0,0,0.0623216,0.747899,0.0021084,0,0,1463,22.6995,0,2048.44,3648,0,0,0,2,4,14468,0,2807,0,1.07242,0,0,0,1186.33,TWO_PC,0,2010.71,0,0,1.46485,2,0,0,0.828107,0.5,0.0143797,0,4,0,0,2180,6450,1.48403,0,0,4,0.818539,0.175728,0
0,1040,0.00437846,155.418,0.0018644,0,0.00149992,0,0,1708.45,0,0.00253869,0,2,0,1040,0,1037.13,0.0023719,0.157714,0,0,0,0.05,0,1000,0.462888,0.017807,0.0020879,57.0708,WAIT_DIE,0,0,0,0,2.45211,0,0.00204257,0.00056381,0,0,0,0,0,false,0,0,0,0,0,0,2.00553,100.108,0.0203102,0,0,0.00289597,0.00581625,0,0,0.0101181,0.0673636,0.00159648,0,0,229,1.53035,0,710.422,571,0,0,0,0,0,1612,0,473,0,0.124949,0,0,0,960.252,ONE_PC,0,1487.48,0,0,0,0,0,0,0.0648974,0.5,0.00187565,0,0,0,0,338,1040,0,0,0,0,0.906268,0.0644183,0
0,1861,0.00455866,208.245,0.00208199,0,0.0027421,0,0,1873.09,0,0.00296723,0,4,0,1861,0,1858.08,0.00521931,0.209718,0,0,0,0.05,0,1000,0.564366,0.0351561,0.00229765,72.123,WAIT_DIE,0,0,0,0,1.86553,0,0.00449635,0.0013232,0,0,0,0,0,false,0,0,0,0,0,0,4.00628,166.262,0.0337026,0,0,0.00345263,0.00783757,0,0,0.0181488,0.105958,0.00181236,0,0,413,2.98627,0,776.846,1041,0,0,0,0,0,2904,0,827,0,0.360117,0,0,0,1036.65,ONE_PC,0,1615.92,0,0,0,0,0,0,0.125766,0.5,0.00357221,0,0,0,0,621,1861,0,0,0,0,0.910674,0.0928372,0
0,3306,0.00503075,231.91,0.00233669,0,0.005014,0,0,2104.01,0,0.00331433,0,8,0,3306,0,3294.6,0.0109523,0.249137,0,0,0,0.05,0,1000,0.653103,0.0624417,0.00264549,44.448,WAIT_DIE,0,0,0,0,1.90209,0,0.00975196,0.00236223,0,0,0,0,0,false,0,0,0,0,0,0,8.02769,151.605,0.0602741,0,0,0.00386262,0.00664955,0,0,0.0322689,0.194709,0.00192196,0,0,755,6.09405,0,1007.37,1910,0,0,0,0,0,5219,0,1411,0,0.596364,0,0,0,1084.41,ONE_PC,0,1710.47,0,0,0,0,0,0,0.259062,0.5,0.00618545,0,0,0,0,1140,3306,0,0,0,0,0.901913,0.111416,0
0,4624,0.0053525,220.407,0.00249041,0,0.00690954,0,0,2267.71,16,0.00341602,0,12,0,4624,0,4606.48,0.0138994,0.275814,16,0,0,0.05,0,1000,0.684182,0.0874605,0.00284293,59.5083,WAIT_DIE,0.00549513,0,0,0,1.54091,0,0.012374,0.00430018,0,0,0,0,0,false,0,0,0,0,0,0,12.0456,107.525,0.0827672,0,0,0.0040921,0.00784864,0,10,0.0447782,0.288754,0.00202626,0,0,1068,9.37741,0,1043.75,2632,0,0,0,0,16,7259,0,1996,0,0.6241,0,0,0,1197.24,ONE_PC,0,1878.43,0,0,0,0,0,0,0.39681,0.5,0.0104172,0,6,0,0,1560,4624,1.49036,0,0,16,0.874836,0.115668,0
