prepare_phase (in us),log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,num_aborts_restart,90%_latency,num_cache_misses,NUM_SERVER_THREADS,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_debug3,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,num_cache_evictions,LOG_TIMEOUT,commit_phase (in us),time_send_msg,CC (index) (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_read_queue,time_debug1,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),time_recv_msg,num_cache_hits,95%_latency,max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,time_idle,num_aborts_remote,network (in us),num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase (in us),num_cache_inserts,network_log (in us),COMMIT_ALG,num_cache_updates,total_log_yes (in us),num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,time_wait_buffer,READ_PERC,time_write_output_queue,CC (row) (in us),num_aborts_rs,num_renew,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,num_pre_aborts
46313.2,0,104,0.123789,351.261,0.0635792,0,0.00081574,0,0,0,0.10104,0,32,0,521,0,479.141,0.00169573,0,0,0,0,0.05,0,250,1.55396,0.00868777,68.5688,WAIT_DIE,0,0,0,0,2.65793,0,0.00152525,0.0006742,0,0,0.227207,0,0,false,0,0,0,0,0,0,34.7956,245.597,0.00725311,0,0.108568,0.12404,0,0,0.00505691,0.360464,0,0,0,96,31.3185,0,34010.4,291,0,0,0,0,0,0,0,229,0,0.155081,0,0,0,53381.4,ONE_PC,0,42693.4,0,0,0,0,0,0,0.555288,0.5,0.00208717,0,0,0,0,196,521,0,0,0,0,1.06827,0
43871.9,0,91,0.149442,312.059,0.0590407,0,0.000862248,0,0,0,0.096206,0,32,0,553,0,510.862,0.00222788,0,0,0,0,0.05,0,500,1.34415,0.00817746,65.5123,WAIT_DIE,0,0,0,0,2.15757,0,0.00207627,0.000619953,0,0,0.226294,0,0,false,0,0,0,0,0,0,34.6395,220.242,0.0115202,0,0.104371,0.150347,0,0,0.005388,0.337603,0,0,0,101,31.3259,0,31786.9,313,0,0,0,1,0,0,0,246,0,0.149417,0,0,0,47262.9,ONE_PC,0,39193.1,0,0,0.0815136,1,0,0,0.533939,0.5,0.00151199,0,0,0,0,206,553,0,0,0,0,1.06406,0
44324.5,0,250,0.138422,358.698,0.056593,0,0.000911168,0,0,0,0.094827,0,32,0,585,0,528.612,0.00167416,0,0,0,0,0.05,0,750,1.3015,0.0117236,65.2229,WAIT_DIE,0,0,0,0,2.24261,0,0.001504,0.000737698,0,0,0.235846,0,0,false,0,0,0,0,0,0,35.4135,227.806,0.0136538,0,0.10083,0.138727,0,0,0.00566572,0.417899,0,0,0,109,31.3071,0,28109.6,325,0,0,0,0,0,0,0,260,0,0.162361,0,0,0,45920.9,ONE_PC,0,41211.8,0,0,0,0,0,0,0.65753,0.5,0.00183364,0,0,0,0,216,585,0,0,0,0,1.08407,0
42025.7,0,198,0.146157,323.217,0.0536455,0,0.0009384,0,0,0,0.0838414,0,32,0,611,0,567.68,0.00175669,0,0,0,0,0.05,0,1000,1.49582,0.0104482,45.8183,WAIT_DIE,0,0,0,0,1.9634,0,0.00157925,0.000570093,0,0,0.224194,0,0,false,0,0,0,0,0,0,34.4419,150.48,0.0109396,0,0.104158,0.146313,0,0,0.00588681,0.318006,0,0,0,117,31.3603,0,25725.7,332,0,0,0,0,0,0,0,272,0,0.117053,0,0,0,43649.4,ONE_PC,0,38867.5,0,0,0,0,0,0,0.501912,0.5,0.00213316,0,0,0,0,222,611,0,0,0,0,1.05551,0
40367.7,0,285,0.159687,349.037,0.052781,0,0.000970408,0,0,0,0.0835608,0,32,0,630,0,586.867,0.00241484,0,0,0,0,0.05,0,1250,1.40148,0.0107929,48.2706,WAIT_DIE,0,0,0,0,1.93748,0,0.0022229,0.00063329,0,0,0.227144,0,0,false,0,0,0,0,0,0,34.3519,158.381,0.0111492,0,0.0843937,0.160403,0,0,0.00607661,0.30789,0,0,0,121,31.3479,0,28258.7,344,0,0,0,0,0,0,0,278,0,0.12466,0,0,0,37354,ONE_PC,0,33288.2,0,0,0,0,0,0,0.483218,0.5,0.00208015,0,0,0,0,231,630,0,0,0,0,1.0522,0
38688.5,0,204,0.0996062,329.254,0.0501115,0,0.00100919,0,0,0,0.0834921,0,32,0,650,0,617.049,0.00209681,0,0,0,0,0.05,0,1500,1.18291,0.0110089,54.4581,WAIT_DIE,0,0,0,0,2.24174,0,0.00190537,0.000631493,0,0,0.221703,0,0,false,0,0,0,0,0,0,33.7088,180.264,0.0107623,0,0.0836419,0.124472,0,0,0.0062801,0.243184,0,0,0,124,31.3265,0,24127.5,366,0,0,0,0,0,0,0,289,0,0.146837,0,0,0,39685.7,ONE_PC,0,35692.6,0,0,0,0,0,0,0.384788,0.5,0.00153371,0,0,0,0,237,650,0,0,0,0,1.03209,0
47971.7,0,15,0.139999,262.168,0.0924144,0,0.000550008,0,0,0,0.133763,0,32,0,359,0,324.293,0.00101572,0,0,0,0,0.05,0,250,27916.9,0.0052555,44.2445,WAIT_DIE,0,0,0,0,2.1447,0,0.000891985,0.000294041,0,0,0.237533,0,0,false,0,0,0,0,0,0,35.4247,139.907,0.0120486,0,0.13699,0.159595,0,0,0.00346154,0.422852,0,0,0,69,31.4089,0,34068.5,192,0,0,0,0,0,0,0,153,0,0.0668172,0,0,0,72025.7,TWO_PC,0,44109.7,0,0,0,0,0,0,0.637954,0.5,0.000908329,0,0,0,0,137,359,0,0,0,0,1.09262,0
45108.4,0,51,0.163036,288.811,0.0874574,0,0.000600484,0,0,0,0.125455,0,32,0,385,0,347.104,0.00198562,0,0,0,0,0.05,0,500,27510.4,0.00902881,57.0165,WAIT_DIE,0,0,0,0,2.17633,0,0.00188025,0.000304501,0,0,0.243166,0,0,false,0,0,0,0,0,0,35.4937,199.865,0.00880383,0,0.135036,0.175499,0,0,0.00374116,0.456609,0,0,0,73,31.3737,0,30533.5,216,0,0,0,0,0,0,0,168,0,0.0974063,0,0,0,69038.8,TWO_PC,0,41529.3,0,0,0,0,0,0,0.665532,0.5,0.000830723,0,0,0,0,144,385,0,0,0,0,1.08987,0
42886.3,0,0,0.212879,262.132,0.0903415,0,0.000562456,0,0,0,0.140894,0,32,0,367,0,337.574,0.00121127,0,0,0,0,0.05,0,750,30140.9,0.00590135,51.3532,WAIT_DIE,0,0,0,0,2.34332,0,0.00110602,0.00044227,0,0,0.233073,0,0,false,0,0,0,0,0,0,34.7894,171.716,0.00524788,0,0.162641,0.217061,0,0,0.00355278,0.384144,0,0,0,69,31.3945,0,35962.3,198,0,0,0,0,0,0,0,158,0,0.0833426,0,0,0,63928.1,TWO_PC,0,33788.7,0,0,0,0,0,0,0.55371,0.5,0.00177645,0,0,0,0,140,367,0,0,0,0,1.07164,0
37888.1,0,55,0.157049,315.358,0.0814079,0,0.00062906,0,0,0,0.11965,0,32,0,410,0,369.11,0.00145385,0,0,0,0,0.05,0,1000,29330.5,0.00746625,64.7521,WAIT_DIE,0,0,0,0,2.09158,0,0.00131884,0.000527055,0,0,0.238908,0,0,false,0,0,0,0,0,0,35.545,225.376,0.0109235,0,0.1209,0.157147,0,0,0.00397773,0.470037,0,0,0,76,31.3599,0,28175.6,226,0,0,0,0,0,0,0,183,0,0.116409,0,0,0,62665,TWO_PC,0,33335.7,0,0,0,0,0,0,0.673675,0.5,0.00204806,0,0,0,0,151,410,0,0,0,0,1.09333,0
37685.1,0,100,0.12957,328.564,0.0786378,0,0.000648092,0,0,0,0.111475,0,32,0,429,0,381.716,0.00147256,0,0,0,0,0.05,0,1250,28070.8,0.00647001,72.8816,WAIT_DIE,0,0,0,0,2.20158,0,0.00134011,0.00041065,0,0,0.248834,0,0,false,0,0,0,0,0,0,35.9639,261.352,0.00565809,0,0.128002,0.136478,0,0,0.00414156,0.500097,0,0,0,80,31.3383,0,25850.7,225,0,0,0,0,0,0,0,191,0,0.134368,0,0,0,61910.1,TWO_PC,0,33840.3,0,0,0,0,0,0,0.735994,0.5,0.000896634,0,0,0,0,158,429,0,0,0,0,1.10641,0
37755.8,0,99,0.146772,258.599,0.0824931,0,0.000622164,0,0,0,0.111368,0,32,0,408,0,362.603,0.00130992,0,0,0,0,0.05,0,1500,32353.5,0.00798668,48.1789,WAIT_DIE,0,0,0,0,2.2757,0,0.00119347,0.000359821,0,0,0.248232,0,0,false,0,0,0,0,0,0,36.0063,153.134,0.00778356,0,0.118495,0.146916,0,0,0.00395851,0.496535,0,0,0,72,31.393,0,24576.2,223,0,0,0,0,0,0,0,184,0,0.0827162,0,0,0,68085.2,TWO_PC,0,35732.7,0,0,0,0,0,0,0.741602,0.5,0.00090134,0,0,0,0,152,408,0,0,0,0,1.10667,0
