log_size,99%_latency,average_latency,bytes_received,int_aborts_maat_resolve_failure,cache,network (in us) ,lock_phase (in us) ,num_aborts_restart,90%_latency,num_cache_updates,NUM_SERVER_THREADS,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_read_queue,num_aborts_execute,CP1,int_aborts_ws2,dummy_bytes_sent,time_read_input_queue,num_cache_evictions,time_send_msg,CC_ALG,commit_phase (in us) ,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_debug3,time_debug1,num_remote_txn,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,CC (row) (in us) ,num_cache_reads,int_aborts_rs3,wait (in us) ,int_aborts_rs1,int_debug4,run_time,time_recv_msg,num_cache_hits,max_latency,int_aborts_rs2,num_aborts_signal,num_aborts_ws,bytes_sent,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_cache_misses,Hostname,time_idle,num_aborts_remote,logic (in us) ,int_debug6,int_debug5,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,prepare_phase (in us) ,num_cache_inserts,CC (index) (in us) ,abort (in us) ,COMMIT_ALG,execute_phase (in us) ,num_renew_success,int_possibMVCC,num_waits,num_renew_failure,num_rw_check,time_wait_buffer,time_write_output_queue,95%_latency,Metrics,num_aborts_rs,num_renew,num_no_need_to_renewal,time_abort_queue,num_commits,num_renewals,num_rw_read,num_aborts,time_output_idle,num_pre_aborts
"                     0 (0,0,0,0,)",0.00235059,0.0007474,"               0.00557665 (0,0,0.00557665,0,)","0 (0,0,0,0,)","                        0 (0,0,0,0,)","             280.721 (0.380136,0.364616,0,0,)","          0 (0,0,0,0,)","           67 (28,39,0,0,)",0.000949652,"            0 (0,0,0,0,)",2,"             0 (0,0,0,0,)","                 2653 (1344,1309,0,0,)","         0 (0,0,0,0,)",2650.88,"             0.00687185 (0,0,0.00687185,0,)","              0.0377812 (0,0,0,0.0377812,)","           67 (28,39,0,0,)","	2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00079,0.00128263,0.000259895,1.0904e-05,0,0.000241213,0,0,2.632e-06,0,1.292e-06,0,2.0792e-05,2.6092e-05,0.000731095,4.524e-06,4.1283e-05,4.666e-06,0.000728756,0.000530164,0,0.000749591,2.872e-06,0,0,3.28e-07,3.6e-07,0,0.00052593,0,0,0,0,1.026e-06,0,0,4.27e-06,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,","               0 (0,0,0,0,)","             0 (0,0,0,0,)","        0.0118448 (0.00588927,0.00595557,0,0,)","          0 (0,0,0,0,)","                0.046844 (0,0,0,0.046844,)",WAIT_DIE,"        30.2305 (0.0420309,0.0381705,0,0,)","              0 (0,0,0,0,)","         0 (0,0,0,0,)","               0 (0,0,0,0,)","              2.12116 (1.19039,0,0.930768,0,)","                  0 (0,0,0,0,)","                  0.00588345 (0,0,0.00588345,0,)","                  0.00196289 (0,0,0,0.00196289,)","                  0 (0,0,0,0,)","                  0 (0,0,0,0,)","                  0 (0,0,0,0,)","                  0 (0,0,0,0,)","               2202 (1122,1080,0,0,)","0 (0,0,0,0,)",FALSE,"            0 (0,0,0,0,)","            0 (0,0,0,0,)","              0 (0,0,0,0,)","               0 (0,0,0,0,)","                3.03174 (0.00562232,0.00242089,0,0,)","               0 (0,0,0,0,)","                   0 (0,0,0,0,)","                     2.0016 (1.00081,1.00079,0,0,)","                0.0583832 (0,0,0.0583832,0,)","               0 (0,0,0,0,)",0.0495465,"               0 (0,0,0,0,)","            0 (0,0,0,0,)","                9 (5,4,0,0,)","                   0.00557165 (0,0,0,0.00557165,)","               0 (0,0,0,0,)","                  0 (0,0,0,0,)","0 (0,0,0,0,)","             0 (0,0,0,0,)", node-0.computenode.spark-pg0.clemson.cloudlab.us. Node ID=0.,"                    1.41683 (0.749297,0.667538,0,0,)","            1 (0,1,0,0,)","               160.559 (0.177279,0.248683,0,0,)","                   0 (0,0,0,0,)","                   0 (0,0,0,0,)","                 0 (0,0,0,0,)","                   19 (14,5,0,0,)","                   100 (43,57,0,0,)","                   0 (0,0,0,0,)","             0 (0,0,0,0,)","0 (0,0,0,0,)","             0.513553 (0.217348,0.296206,0,0,)","               0 (0,0,0,0,)","       450.077 (0.600131,0.593923,0,0,)","            0 (0,0,0,0,)","          107.985 (0.111737,0.174747,0,0,)","               26.9958 (0.0312448,0.040375,0,0,)",TWO_PC,"       240.097 (0.318249,0.318728,0,0,)","            0 (0,0,0,0,)","               0 (0,0,0,0,)","                    19 (14,5,0,0,)","            0 (0,0,0,0,)","                 0 (0,0,0,0,)","             0.00547113 (0.00288828,0.00258285,0,0,)","      0.00504676 (0.00314893,0.00189782,0,0,)",0.00107421,"	thr,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                91 (38,53,0,0,)","                    0 (0,0,0,0,)","       0 (0,0,0,0,)","             0.0353612 (0.0157984,0.0195628,0,0,)","                  2653 (1344,1309,0,0,)","                 0 (0,0,0,0,)","                  0 (0,0,0,0,)","                   67 (28,39,0,0,)","             0.931922 (0,0,0,0.931922,)","               0 (0,0,0,0,)"
"                     0 (0,0,0,0,0,0,)",0.00369622,0.000854113,"               0.010477 (0,0,0,0,0.010477,0,)","0 (0,0,0,0,0,0,)","                        0 (0,0,0,0,0,0,)","             268.725 (0.336456,0.30328,0.303787,0.308734,0,0,)","          0 (0,0,0,0,0,0,)","           555 (136,145,134,140,0,0,)",0.00110225,"            0 (0,0,0,0,0,0,)",4,"             0 (0,0,0,0,0,0,)","                 4660 (1146,1154,1189,1171,0,0,)","         0 (0,0,0,0,0,0,)",4652.23,"             0.0144518 (0,0,0,0,0.0144518,0,)","              0.0656799 (0,0,0,0,0,0.0656799,)","           546 (135,142,131,138,0,0,)","	5,5,1,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00498,0.0091373,0.000869182,0.000137372,0,0.00103034,3.3244e-05,0,9.908e-06,0,8.404e-06,0,4.9835e-05,0.000106396,0.00156486,7.444e-06,6.7816e-05,1.5366e-05,0.00156895,0.00109118,0,0.00229809,0.000148481,0.00559955,0,5.9221e-05,9.4151e-05,0,0.00159771,0,0,0,0,3.556e-06,0,0,1.3977e-05,0,0,4,1,0,0,0,0,3,0,0,0,1,2,2,1,1,0,0,0,0,","               0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)","        0.0195158 (0.00628158,0.00425789,0.0043855,0.00459078,0,0,)","          0 (0,0,0,0,0,0,)","                0.0515273 (0,0,0,0,0,0.0515273,)",WAIT_DIE,"        30.7085 (0.0424161,0.0341969,0.0320934,0.0343952,0,0,)","              0 (0,0,0,0,0,0,)","         0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","              0.956323 (0.037178,0,0,0,0.919145,0,)","                  0 (0,0,0,0,0,0,)","                  0.0130231 (0,0,0,0,0.0130231,0,)","                  0.00299125 (0,0,0,0,0,0.00299125,)","                  0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","               4245 (1055,1078,1052,1060,0,0,)","0 (0,0,0,0,0,0,)",FALSE,"            0 (0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,)","              0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","                6.76894 (0.00452706,0.00835907,0.00990957,0.00874758,0,0,)","               0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","                     4.00668 (1.0017,1.00163,1.00163,1.00172,0,0,)","                0.0635763 (0,0,0,0,0.0635763,0,)","               0 (0,0,0,0,0,0,)",0.0479365,"               0 (0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,)","                43 (13,10,8,12,0,0,)","                   0.0104086 (0,0,0,0,0,0.0104086,)","               0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)", node-0.computenode.spark-pg0.clemson.cloudlab.us. Node ID=0.,"                    3.36411 (0.825396,0.839351,0.849759,0.849601,0,0,)","            10 (1,3,3,3,0,0,)","               45.0744 (0.0654175,0.0504446,0.0474519,0.0467329,0,0,)","                   0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,)","                   67 (10,16,20,21,0,0,)","                   677 (162,178,155,182,0,0,)","                   0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)","0 (0,0,0,0,0,0,)","             0.286813 (0.0870489,0.0689733,0.0654976,0.0652933,0,0,)","               0 (0,0,0,0,0,0,)","       492.261 (0.582533,0.579093,0.59261,0.539699,0,0,)","            0 (0,0,0,0,0,0,)","          27.9649 (0.0489069,0.030038,0.025701,0.0256704,0,0,)","               129.798 (0.13604,0.149773,0.134095,0.184952,0,0,)",TWO_PC,"       201.346 (0.233595,0.232756,0.236313,0.235606,0,0,)","            0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","                    67 (10,16,20,21,0,0,)","            0 (0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,)","             0.0141876 (0.0034722,0.00355407,0.00355941,0.00360187,0,0,)","      0.00794291 (0.00282025,0.00180451,0.00166552,0.00165263,0,0,)",0.00183142,"	thr,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                634 (149,168,147,170,0,0,)","                    0 (0,0,0,0,0,0,)","       0 (0,0,0,0,0,0,)","             0.274745 (0.0685449,0.0733954,0.0662019,0.066603,0,0,)","                  4660 (1146,1154,1189,1171,0,0,)","                 0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","                   555 (136,145,134,140,0,0,)","             0.926086 (0,0,0,0,0,0.926086,)","               0 (0,0,0,0,0,0,)"
"                     0 (0,0,0,0,0,0,0,0,0,0,)",0.0120181,0.00135029,"               0.0161533 (0,0,0,0,0,0,0,0,0.0161533,0,)","0 (0,0,0,0,0,0,0,0,0,0,)","                        0 (0,0,0,0,0,0,0,0,0,0,)","             323.905 (0.254559,0.246366,0.23998,0.248948,0.239599,0.2274,0.207599,0.249505,0,0,)","          0 (0,0,0,0,0,0,0,0,0,0,)","           2443 (308,254,277,287,311,356,369,281,0,0,)",0.00207658,"            0 (0,0,0,0,0,0,0,0,0,0,)",8,"             0 (0,0,0,0,0,0,0,0,0,0,)","                 5909 (780,794,780,760,720,712,609,754,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,)",5892.79,"             0.022612 (0,0,0,0,0,0,0,0,0.022612,0,)","              0.110539 (0,0,0,0,0,0,0,0,0,0.110539,)","           2409 (300,249,277,280,310,347,366,280,0,0,)","	8,8,5,1,0,5,1,2,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01922,0.0338013,0.00249895,0.000175125,0,0.00352483,8.322e-06,5.3959e-05,2.1355e-05,0,1.1664e-05,0,0.000107711,0.000281048,0.00257547,2.096e-05,0.000133013,3.959e-05,0.0025663,0.00206254,0,0.00373188,0.000143126,0.0278637,0,4.6194e-05,9.3969e-05,0.000602839,0.00208145,0,0,0,0,6.775e-06,0,0,3.4435e-05,0,0,5,8,0,0,0,0,4,0,1,0,5,2,2,6,1,0,0,0,0,","               0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)","        0.0344329 (0.00680156,0.00426198,0.00382109,0.00409481,0.00352352,0.00390848,0.00386212,0.00415939,0,0,)","          0 (0,0,0,0,0,0,0,0,0,0,)","                0.0894308 (0,0,0,0,0,0,0,0,0,0.0894308,)",WAIT_DIE,"        34.865 (0.0319519,0.0260638,0.0227756,0.0272636,0.0267541,0.0218425,0.0217429,0.0276232,0,0,)","              0 (0,0,0,0,0,0,0,0,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","              1.3544 (0.468698,0,0,0,0,0,0,0,0.885702,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0.0204399 (0,0,0,0,0,0,0,0,0.0204399,0,)","                  0.00715933 (0,0,0,0,0,0,0,0,0,0.00715933,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","               6763 (839,851,863,872,885,821,788,844,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,)",FALSE,"            0 (0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","              0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                19.4775 (0.00838887,0.0126769,0.0614572,0.0096461,0.00570373,0.00746669,0.00610453,0.00364871,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","                     8.02201 (1.00279,1.00275,1.00274,1.00275,1.00275,1.00275,1.00275,1.00275,0,0,)","                0.0868506 (0,0,0,0,0,0,0,0,0.0868506,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)",0.0794769,"               0 (0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","                397 (32,30,46,54,63,63,49,60,0,0,)","                   0.0159186 (0,0,0,0,0,0,0,0,0,0.0159186,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)", node-0.computenode.spark-pg0.clemson.cloudlab.us. Node ID=0.,"                    6.23025 (0.77463,0.79464,0.793169,0.789953,0.792917,0.750813,0.748423,0.78571,0,0,)","            40 (8,5,1,7,2,11,4,2,0,0,)","               51.0505 (0.0398859,0.0425385,0.0451353,0.0399693,0.0243893,0.0377456,0.0326737,0.0393197,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,)","                   142 (20,21,27,20,17,15,12,10,0,0,)","                   2770 (339,283,306,330,374,416,399,323,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,)","             0.431287 (0.0563064,0.0611976,0.0621023,0.0574188,0.0385289,0.0533907,0.0467308,0.0556115,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","       593.016 (0.46507,0.446715,0.430609,0.427053,0.448986,0.433791,0.383276,0.468633,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","          25.7729 (0.0191574,0.0201294,0.0263647,0.018973,0.0151089,0.0177959,0.015724,0.019039,0,0,)","               469.197 (0.318826,0.336423,0.298181,0.354221,0.351163,0.361365,0.431963,0.32034,0,0,)",TWO_PC,"       253.21 (0.181551,0.188489,0.244835,0.187854,0.171176,0.179769,0.1601,0.182445,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                    142 (20,21,27,20,17,15,12,10,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,)","             0.0306784 (0.00377314,0.00382002,0.00380693,0.00383235,0.00391171,0.00382155,0.00385993,0.00385274,0,0,)","      0.0232697 (0.00312234,0.00364541,0.00293991,0.00336407,0.00253472,0.00333531,0.00211063,0.00221729,0,0,)",0.0034846,"	thr,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                2373 (307,253,260,276,311,353,350,263,0,0,)","                    0 (0,0,0,0,0,0,0,0,0,0,)","       0 (0,0,0,0,0,0,0,0,0,0,)","             1.19259 (0.149282,0.125922,0.126925,0.134523,0.150732,0.177845,0.186817,0.140539,0,0,)","                  5909 (780,794,780,760,720,712,609,754,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                   2443 (308,254,277,287,311,356,369,281,0,0,)","             0.878472 (0,0,0,0,0,0,0,0,0,0.878472,)","               0 (0,0,0,0,0,0,0,0,0,0,)"
