log_size,99%_latency,average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,network (in us) ,lock_phase (in us) ,num_aborts_restart,90%_latency,num_cache_updates,NUM_SERVER_THREADS,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_read_queue,num_aborts_execute,CP1,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,num_cache_evictions,time_send_msg,CC_ALG,commit_phase (in us) ,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_debug3,time_debug1,num_cache_misses,num_remote_txn,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,CC (row) (in us) ,int_debug5,int_aborts_rs3,wait (in us) ,int_aborts_rs1,int_debug4,run_time,time_recv_msg,num_cache_hits,max_latency,int_aborts_rs2,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,Hostname,time_idle,num_aborts_remote,logic (in us) ,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,prepare_phase (in us) ,num_cache_inserts,CC (index) (in us) ,abort (in us) ,COMMIT_ALG,execute_phase (in us) ,num_renew_success,int_possibMVCC,num_waits,num_renew_failure,num_rw_check,time_wait_buffer,READ_PERC,time_write_output_queue,95%_latency,Metrics,num_aborts_rs,num_renew,num_no_need_to_renewal,num_remote_write_txn,time_abort_queue,num_commits,num_renewals,num_rw_read,num_aborts,time_output_idle,num_pre_aborts,CP2
"                     0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",                  0.00538505,              0.00295894,0,"               0.002719 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002719,0,)","0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                        0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             430.573 (0.225078,0.22734,0.245842,0.211263,0.228194,0.243136,0.189477,0.246037,0.219913,0.190176,0.229545,0.190812,0.187014,0.214052,0.198908,0.249033,0,0,)","          0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","           7 (0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,)",                  0.00303421,"            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",16,"             0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                 8119 (502,492,463,519,505,477,526,468,505,537,504,538,547,516,525,495,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",                   5400.83,"             0.0167252 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167252,0,)","              0.232971 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232971,)","           7 (0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,)","	16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5493,14.1509,0.886156,0.000934698,0,1.2965,0,0.00013594,8.037e-06,0,1.668e-06,0,3.737e-05,0.0768493,0.498433,3.496e-06,0.00010377,3.0335e-05,0.501115,0.00433084,0,14.1456,0.000970041,0,0,0,0,0,0.00451008,0,0,0,0,2.098e-06,0,0,2.8758e-05,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",0.01,"          0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                0.054712 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054712,)",WAIT_DIE,"        141.433 (0.0689075,0.0758872,0.0815359,0.0733792,0.0771013,0.07749,0.0619987,0.0751689,0.0727388,0.0623122,0.0780154,0.0631114,0.0610402,0.0715008,0.0646879,0.0834154,0,0,)","              0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","              2.57507 (1.14801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42707,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0.0158633 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158633,0,)","                  0.00214852 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214852,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               1200 (76,78,85,73,74,80,74,87,75,71,73,68,68,74,71,73,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",false,"            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                     24.0526 (1.50334,1.5033,1.5033,1.50327,1.50327,1.50327,1.50327,1.50327,1.5033,1.50327,1.50327,1.50329,1.50327,1.50335,1.50327,1.50327,0,0,)","                0.0515048 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515048,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",                  0.885135,"               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   0.0696335 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696335,)","        0.926246 (0.115153,0.0570912,0.0538909,0.0537951,0.0540189,0.053387,0.0538892,0.0539626,0.0539902,0.053262,0.0539717,0.0537735,0.0538842,0.0547534,0.053352,0.0540712,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","      554 (34,33,37,35,29,37,38,43,35,36,31,35,33,36,35,27,0,0,)", node-1.computenode.spark-pg0.clemson.cloudlab.us. Node ID=1.,"                    14.6631 (0.911665,0.921036,0.908892,0.916719,0.917938,0.921851,0.910719,0.924437,0.917585,0.916545,0.915678,0.914841,0.914749,0.91621,0.915534,0.9187,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               118.178 (0.0623428,0.0556457,0.0663122,0.0601553,0.0589107,0.0549139,0.0646474,0.0529316,0.0592185,0.0607097,0.0587285,0.0620383,0.0624009,0.0609647,0.0616756,0.0578887,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","              0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   7 (0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                6919 (426,416,380,447,431,395,454,383,429,466,430,469,479,440,454,420,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             1.06004 (0.0692783,0.0616679,0.0741631,0.0661858,0.0650863,0.0609289,0.0720386,0.0585029,0.0652272,0.0667988,0.064838,0.0682163,0.0684627,0.066907,0.0675379,0.0641977,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","       2565.35 (1.30064,1.30325,1.28025,1.30295,1.29745,1.29577,1.31106,1.29408,1.30281,1.31479,1.29292,1.31333,1.31758,1.30227,1.31025,1.28869,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","          33.4603 (0.0175636,0.0159253,0.0190736,0.0170578,0.0164815,0.0157133,0.0181268,0.0149484,0.0167017,0.0172055,0.0165782,0.0175057,0.0177874,0.0171593,0.0172904,0.0165456,0,0,)","               0.372344 (0,0,0,0,0,0,0,0.000309316,0,0,0.00271375,0,0,0,0,0,0,0,)",ONE_PC,"       251.781 (0.13169,0.122388,0.139842,0.12505,0.126937,0.128273,0.127829,0.132138,0.126021,0.124387,0.127845,0.125029,0.122831,0.127994,0.126521,0.129439,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                    0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             1.36331 (0.0783468,0.0865615,0.0854662,0.0864103,0.0861926,0.0868662,0.0849818,0.0858974,0.0819916,0.0855494,0.0861614,0.0860038,0.0858419,0.0858311,0.0851217,0.0860889,0,0,)",0.5,"      0.00577327 (0.000323398,0.000326156,0.000659016,0.000339127,0.00035921,0.000345305,0.000351973,0.000337955,0.00033368,0.000324585,0.000327482,0.000322208,0.000379019,0.000341046,0.00035947,0.000343638,0,0,)",                  0.00438159,"	thr,num_local_txn,num_remote_readonly_txn,num_remote_write_txn,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                7 (0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,)","                    0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","       0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","         646 (42,43,46,37,45,45,34,42,41,35,43,34,35,40,36,48,0,0,)","             0.00288302 (0,0,0,0,0,0,0,0.000239026,0,0,0.002644,0,0,0,0,0,0,0,)","                  8119 (502,492,463,519,505,477,526,468,505,537,504,538,547,516,525,495,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   7 (0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,)","             1.42267 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42267,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",
"                     0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",                  0.00519643,              0.00282666,0,"               0.00499666 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00499666,0,)","0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                        0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             1267.23 (0.347028,1.07614,0.320554,0.318555,0.324067,1.08397,1.02099,1.04363,0.332197,0.331081,1.06492,0.268173,1.02964,1.08351,0.329075,0.334102,0,0,)","          0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","           1 (0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",                  0.00325286,"            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",16,"             0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                 8134 (522,521,496,503,522,501,509,492,482,533,468,546,513,489,524,513,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",                   3966.71,"             0.0173641 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173641,0,)","              0.317308 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317308,)","           1 (0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","	16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5852,1.76127,0.00049484,0,2.58066,0,0.0032739,6.899e-06,0,3.524e-06,0,0.000114756,0.153812,0.990328,7.124e-06,0.000104929,1.7879e-05,0.995902,0.00846796,0,8.67875,2.89799,0,0,0,0,0,5.08111,0,0,0,0,1.919e-06,0,0,1.6566e-05,0,0,0,0,0,0,0,0,0,0,3,0,9,5,0,7,0,0,0,0,0,","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",0.02,"          0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                0.0851754 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851754,)",WAIT_DIE,"        560.241 (0.100801,0.816595,0.106587,0.106465,0.103757,0.826996,0.0922511,0.0987978,0.111965,0.132522,0.835469,0.0844284,0.824021,0.141276,0.0921056,0.0829648,0,0,)","              0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","              2.98443 (1.04023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94421,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0.0161418 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161418,0,)","                  0.00442614 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442614,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               2255 (138,138,141,138,136,140,149,147,146,138,148,131,134,146,135,150,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",false,"            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                0.344795 (0,0,0.00280456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                     32.809 (2.05059,2.05056,2.05056,2.05056,2.05056,2.05056,2.05056,2.05056,2.05056,2.05056,2.0506,2.05064,2.05055,2.05055,2.05055,2.05056,0,0,)","                0.0800775 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800775,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",                  0.726914,"               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                1 (0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   0.0716096 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716096,)","        1.89122 (0.234554,0.109568,0.109909,0.110663,0.110039,0.109797,0.111092,0.109884,0.10981,0.109765,0.113537,0.109874,0.110643,0.111234,0.110868,0.109981,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","      1043 (66,64,58,58,58,61,79,70,57,70,59,67,59,70,64,83,0,0,)", node-1.computenode.spark-pg0.clemson.cloudlab.us. Node ID=1.,"                    14.4435 (0.901308,0.907969,0.901415,0.901449,0.905095,0.908464,0.909069,0.90932,0.910111,0.90382,0.904351,0.886979,0.898265,0.900717,0.894175,0.901024,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               140.136 (0.0702944,0.0665606,0.073107,0.0728709,0.0681466,0.0649352,0.0641615,0.0643363,0.0636802,0.0704218,0.0710459,0.0868006,0.0763875,0.0746406,0.0805212,0.0719535,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","              0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   2 (0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   1 (0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                5907 (385,382,359,366,385,361,361,347,341,395,326,416,383,344,392,364,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             1.27581 (0.0792883,0.0754743,0.0809725,0.0811525,0.0772126,0.0735931,0.0730997,0.0727951,0.0721232,0.078679,0.0784365,0.0962095,0.0845857,0.0820051,0.0885905,0.0815914,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","       1938.79 (1.17217,0.450857,1.16089,1.16953,1.17288,0.450081,1.18092,1.16887,1.16966,1.13913,0.431968,1.18292,0.451225,1.12322,1.16561,1.18023,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","          40.543 (0.0203571,0.0192625,0.0213461,0.0209922,0.0192736,0.0189141,0.018768,0.0186123,0.0183352,0.0198589,0.020505,0.0253881,0.0223284,0.021948,0.0233044,0.0205826,0,0,)","               0.322526 (0,0,0.00262343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)",ONE_PC,"       327.302 (0.163857,0.169293,0.166746,0.160816,0.160218,0.159575,0.164096,0.169466,0.155447,0.16529,0.169703,0.169795,0.161594,0.173048,0.179487,0.173849,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                    2 (0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             2.78344 (0.161271,0.177437,0.174672,0.170144,0.176826,0.177483,0.176445,0.175312,0.175881,0.176971,0.171339,0.172704,0.17345,0.176242,0.170842,0.176422,0,0,)",0.5,"      0.011915 (0.000915638,0.000913972,0.000483446,0.000743525,0.000933294,0.000949204,0.000914462,0.000888841,0.000915291,0.000918952,0.000495961,0.000474692,0.000484169,0.000464957,0.000474955,0.000943689,0,0,)",                  0.00368834,"	thr,num_local_txn,num_remote_readonly_txn,num_remote_write_txn,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                    0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","       0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","         1184 (71,75,79,79,79,79,69,75,84,68,83,63,71,75,68,66,0,0,)","             0.00021857 (0,0,0.00021857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  8134 (522,521,496,503,522,501,509,492,482,533,468,546,513,489,524,513,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","                   1 (0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","             1.92775 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92775,)","               0 (0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,)","	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7585,0,0.0889608,5.2336e-05,0,0.130345,0,0,2.158e-06,0,2e-07,0,1.6221e-05,0.00776476,0.0499984,3.6e-07,2.3251e-05,5.47e-06,0.0502693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.102e-06,0,0,4.866e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"
