log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,prepare_phase_1 (in us),num_aborts_restart,90%_latency,num_cache_misses,NUM_SERVER_THREADS,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_debug3,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,num_cache_evictions,network (in us),commit_phase (in us),time_send_msg,CC (index) (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_read_queue,time_debug1,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),time_recv_msg,num_cache_hits,95%_latency,max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,time_idle,num_aborts_remote,num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase (in us),num_cache_inserts,network_log (in us),COMMIT_ALG,num_cache_updates,total_log_yes (in us),num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,time_wait_buffer,READ_PERC,time_write_output_queue,CC (row) (in us),num_aborts_rs,num_renew,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,prepare_phase_2 (in us),num_pre_aborts
0,9017,0.00478557,235.214,0.00283239,0,0.00292834,0,0,2595.92,18,0.00394102,0,28,0,9017,0,8912.58,0.0116206,0,18,0,0,0.01,0,578.373,0.29932,0.0934581,158.874,WAIT_DIE,0.00643079,0,0,0,1.38627,0,0.00943798,0.00485375,0,0,0.35435,0,0,false,0,0,0,0,0,0,28.328,185.399,0.0643435,0,0.00403579,0.0299136,0,18,0.0771958,0.784573,0,0,0,625,21.9213,0,1300,0,0,0,0,18,11604,0,7715,0,1.94659,0,0,0,2068.05,ONE_PC,0,2509.05,0,0,0,0,0,0,0.827431,0.5,0.0100328,0,0,0,0,677,9017,0.888993,0,0,18,0.877661,0.069401,0
0,8595,0.00798377,203.014,0.00280314,0,0.00527864,0,0,2598.23,20,0.00391043,0,28,0,8595,0,8535.23,0.0127339,0,20,0,0,0.02,0,1058.29,0.403847,0.105947,23.5515,WAIT_DIE,0.00747796,0,0,0,1.43522,0,0.0105513,0.00501405,0,0,0.341742,0,0,false,0,0,0,0,0,0,28.1961,67.7065,0.0959162,0,0.00412356,0.0452591,0,14,0.0754793,0.814651,0,0,0,1090,22.8768,0,2351,0,0,0,0,20,13127,0,6251,0,0.814012,0,0,0,1738.58,ONE_PC,0,2416.19,0,0,0,0,0,0,0.818071,0.5,0.00978957,0,6,0,0,1254,8595,1.41826,0,0,20,0.860022,0.0779524,0
0,7731,0.00559818,312.844,0.00289553,0,0.00921816,0,0,2580.36,8,0.00378035,0,28,0,7731,0,7475.54,0.019101,0,8,0,0,0.04,0,1744.05,0.763299,0.143981,98.4674,WAIT_DIE,0.00473766,0,0,0,1.35261,0,0.0158248,0.00775235,0,0,0.336525,0,0,false,0,0,0,0,0,0,28.9568,125.987,0.141953,0,0.0039495,0.0481037,0,2,0.0726875,0.892832,0,0,0,1613,22.36,0,3737,0,0,0,0,8,14650,0,3984,0,1.4206,0,0,0,1300.8,ONE_PC,0,2182.25,0,0,0,0,0,0,0.92806,0.5,0.0152619,0,6,0,0,2134,7731,1.4327,0,0,8,0.840354,0.13413,0
0,7217,0.00516594,331.919,0.00299902,0,0.0123151,0,0,2664.71,2,0.00380294,0,28,0,7217,0,7179.82,0.0228739,0,2,0,0,0.06,0,2181.51,1.08945,0.164129,159.796,WAIT_DIE,0.00056357,0,0,0,1.33113,0,0.0187841,0.00870691,0,0,0.322147,0,0,false,0,0,0,0,0,0,28.145,175.307,0.143505,0,0.0039822,0.0302206,0,2,0.0713886,0.795448,0,0,0,1781,22.1188,0,4528,0,0,0,1,2,15735,0,2723,0,1.65595,0,0,0,1152.57,ONE_PC,0,2194.51,0,0,0.517622,1,0,0,0.814117,0.5,0.0181329,0,0,0,0,2713,7217,1.14809,0,0,2,0.785546,0.161963,0
0,6489,0.00650896,423.35,0.0031873,0,0.0146019,0,0,2761.84,2,0.00386902,0,28,0,6489,0,6381.8,0.0235377,0,2,0,0,0.08,0,2843.75,1.19236,0.162369,42.6237,WAIT_DIE,0.000377664,0,0,0,1.42034,0,0.0206521,0.0105114,0,0,0.3505,0,0,false,0,0,0,0,0,0,28.4704,134.706,0.118734,0,0.00459868,0.0342603,0,0,0.0676449,0.828911,0,0,0,1662,22.5675,0,4786,0,0,0,2,2,16039,0,1725,0,1.15384,0,0,0,1075.96,ONE_PC,0,2209.12,0,0,1.24312,2,0,0,0.859495,0.5,0.0161323,0,2,0,0,3102,6489,0.758185,0,0,2,0.79445,0.15819,0
0,6337,0.0055729,413.045,0.00317984,0,0.017546,0,0,2763.25,3,0.00386074,0,28,0,6337,0,6308,0.0252308,0,3,0,0,0.1,0,3189.27,1.49064,0.161277,71.1229,WAIT_DIE,0.00157161,0,0,0,1.32345,0,0.0200182,0.0096046,0,0,0.324276,0,0,false,0,0,0,0,0,0,28.1287,103.189,0.146613,0,0.00454273,0.00890769,0,2,0.06915,0.795421,0,0,0,1595,22.8125,0,5162,0,0,0,1,3,16749,0,1178,0,0.934977,0,0,0,972.504,ONE_PC,0,2130.81,0,0,0.123493,1,0,0,0.813591,0.5,0.0180277,0,1,0,0,3564,6337,1.88839,0,0,3,0.789598,0.166225,0
0,8730,0.00754403,187.147,0.00297229,0,0.00286735,0,0,2604.61,4,0.00409183,0,28,0,8730,0,8685.18,0.0120287,0,4,0,0,0.01,0,528.054,180.086,0.0874866,41.4494,WAIT_DIE,0.00181584,0,0,0,1.52188,0,0.00905745,0.00435399,0,0,0.340987,0,0,false,0,0,0,0,0,0,28.1445,142.061,0.0542491,0,0.00585294,0.0231245,0,5,0.0747132,0.674065,0,0,0,604,22.3481,0,1293,0,0,0,0,6,11349,0,7469,0,1.49074,0,0,0,2086.11,TWO_PC,0,2540.24,0,0,0,0,0,0,0.799087,0.5,0.00944421,0,1,0,0,657,8730,0.265902,0,0,4,0.879022,0.183147,0
0,7253,0.0193158,296.598,0.00342769,0,0.00440648,0,0,2745.86,9,0.00575808,0,28,0,7253,0,7146.79,0.0117024,0,9,0,0,0.02,0,1078.95,384.446,0.112785,66.1397,WAIT_DIE,0.00355087,0,0,0,1.51423,0,0.00960155,0.00469701,0,0,0.360716,0,0,false,0,0,0,0,0,0,28.4161,110.558,0.0821947,0,0.00666258,0.0957143,0,0,0.0636679,0.738154,0,0,0,913,22.691,0,1986,0,0,0,0,9,11331,0,5303,0,1.00755,0,0,0,1891.71,TWO_PC,0,2576.66,0,0,0,0,0,0,0.854971,0.5,0.0131072,0,9,0,0,1037,7253,0.615786,0,0,9,0.7834,0.167428,0
0,6796,0.00804075,279.143,0.00338877,0,0.0081413,0,0,2534.2,12,0.0055562,0,28,0,6796,0,6762.46,0.0212463,0,12,0,0,0.04,0,1754.76,573.677,0.160775,40.1588,WAIT_DIE,0.00502367,0,0,0,1.45761,0,0.018006,0.00987809,0,0,0.388957,0,0,false,0,0,0,0,0,0,28.1389,133.891,0.115676,0,0.00623474,0.0186785,0,3,0.0639946,0.693955,0,0,0,1402,22.6471,0,3283,0,0,0,0,12,13857,0,3501,0,1.14383,0,0,0,1318.11,TWO_PC,0,2118.99,0,0,0,0,0,0,0.819775,0.5,0.0132398,0,9,0,0,1893,6796,1.52621,0,0,12,0.789178,0.230908,0
0,6123,0.0075279,299.701,0.00363464,0,0.0104847,0,0,2569.54,2,0.00567421,0,28,0,6123,0,6088.68,0.0169173,0,2,0,0,0.06,0,2245.09,763.887,0.121111,44.3439,WAIT_DIE,0.000886529,0,0,0,1.44533,0,0.0148859,0.00658104,0,0,0.335621,0,0,false,0,0,0,0,0,0,28.1578,73.6578,0.100426,0,0.00610591,0.0370454,0,0,0.06059,0.703616,0,0,0,1482,23.1082,0,3780,0,0,0,0,2,14554,0,2307,0,0.657105,0,0,0,1205.71,TWO_PC,0,2106.06,0,0,0,0,0,0,0.821666,0.5,0.012634,0,2,0,0,2334,6123,1.33027,0,0,2,0.83916,0.183457,0
0,5599,0.00875539,360.098,0.0038786,0,0.0124665,0,0,2570.71,0,0.0055712,0,28,0,5599,0,5517.66,0.0191974,0,0,0,0,0.08,0,2642.82,947.559,0.132992,64.5056,WAIT_DIE,0,0,0,0,1.35955,0,0.0158453,0.00767144,0,0,0.336897,0,0,false,0,0,0,0,0,0,28.4128,97.3423,0.126298,0,0.00611019,0.0353716,0,0,0.0581136,0.773809,0,0,0,1431,22.959,0,4067,0,0,0,0,0,14983,0,1500,0,0.767036,0,0,0,1136.59,TWO_PC,0,2098.05,0,0,0,0,0,0,0.861127,0.5,0.0156895,0,0,0,0,2668,5599,0,0,0,0,0.831455,0.239652,0
0,4817,0.0103819,443.812,0.00435126,0,0.0133666,0,0,2768.92,0,0.00583324,0,28,0,4817,0,4791.33,0.0182872,0,0,0,0,0.1,0,3368.86,1138.26,0.147646,44.3356,WAIT_DIE,0,0,0,0,1.51436,0,0.0144135,0.00763973,0,0,0.321195,0,0,false,0,0,0,0,0,0,28.15,143.126,0.114426,0,0.00675613,0.0740373,0,0,0.0525579,0.706539,0,0,0,1227,22.7938,0,3916,0,0,0,0,0,14165,0,862,0,0.934706,0,0,0,1116.23,TWO_PC,0,2148.23,0,0,0,0,0,0,0.816456,0.5,0.0139197,0,0,0,0,2728,4817,0,0,0,0,0.787383,0.265471,0
0,9039,0.00601166,187.52,0.00283035,0,0.00296678,0,0,2640.92,8,0.0039357,0,28,0,9039,0,8990.25,0.0103029,0,8,0,0,0.01,0,559.933,0.30201,0.0941791,40.3136,WAIT_DIE,0.0050407,0,0,0,1.44019,0,0.00827079,0.00452964,0,0,0.346962,0,0,false,0,0,0,0,0,0,28.1518,139.817,0.0718786,0,0.00403085,0.0206415,0,7,0.0773018,0.808746,0,0,0,629,22.2334,0,1323,0,0,0,0,8,11666,0,7722,0,1.50551,0,0,0,2113.06,ONE_PC,0,2575.83,0,0,0,0,0,0,0.798305,0.5,0.00947642,0,1,0,0,688,9039,1.53393,0,0,8,0.867926,0.0747287,0
0,9095,0.00522473,248.922,0.00262021,0,0.00553326,0,0,2369.18,6,0.00368665,0,28,0,9095,0,8958.69,0.0151911,0,6,0,0,0.02,0,1038.84,0.466919,0.117914,68.3933,WAIT_DIE,0.00316191,0,0,0,1.39119,0,0.0131413,0.00686483,0,0,0.342186,0,0,false,0,0,0,0,0,0,28.426,107.705,0.080656,0,0.00392521,0.0189913,0,6,0.0798225,0.81551,0,0,0,1143,22.5376,0,2420,0,0,0,0,6,13909,0,6620,0,1.24575,0,0,0,7.14341e+07,ONE_PC,0,2225.21,0,0,0,0,0,0,0.853369,0.5,0.0117956,0,0,0,0,1332,9095,1.54995,0,0,6,0.852674,0.0938272,0
0,7724,0.00608377,286.954,0.00291355,0,0.00924074,0,0,2625.45,5,0.00391375,0,28,0,7724,0,7698.45,0.019079,0,5,0,0,0.04,0,1733.05,0.759891,0.131415,40.1556,WAIT_DIE,0.00146316,0,0,0,1.42004,0,0.0157147,0.00804513,0,0,0.336527,0,0,false,0,0,0,0,0,0,28.0929,132.517,0.128008,0,0.00426764,0.0193936,0,0,0.0726501,0.788936,0,0,0,1618,22.4958,0,3760,0,0,0,0,5,14683,0,3973,0,1.29229,0,0,0,1311.33,ONE_PC,0,2223.06,0,0,0,0,0,0,0.805704,0.5,0.0148764,0,5,0,0,2133,7724,0.241774,0,0,5,0.820177,0.142847,0
0,6700,0.00756878,395.626,0.00321994,0,0.011481,0,0,2820.83,11,0.00412213,0,28,0,6700,0,6612.05,0.0225861,0,11,0,0,0.06,0,2411.99,0.989215,0.145969,170.551,WAIT_DIE,0.00563131,0,0,0,1.37089,0,0.0181915,0.00916366,0,0,0.337088,0,0,false,0,0,0,0,0,0,28.3725,183.56,0.156046,0,0.00481755,0.0614151,0,1,0.0664052,0.842072,0,0,0,1635,22.1585,0,4216,0,0,0,1,11,14827,0,2532,0,1.54134,0,0,0,1192.08,ONE_PC,0,2267.84,0,0,0.271514,1,0,0,0.843874,0.5,0.0152369,0,10,0,0,2533,6700,2.33442,0,0,11,0.799098,0.164998,0
0,6714,0.00649091,380.13,0.00306732,0,0.0150485,0,0,2682.12,14,0.00372776,0,28,0,6714,0,6685.74,0.0241714,0,14,0,0,0.08,0,2714.6,1.26526,0.148158,41.0312,WAIT_DIE,0.00658316,0,0,0,1.38579,0,0.0200019,0.00900797,0,0,0.308872,0,0,false,0,0,0,0,0,0,28.1184,148.209,0.148423,0,0.00440496,0.0385554,0,6,0.0698039,0.780124,0,0,0,1723,22.2784,0,4888,0,0,0,2,14,16554,0,1783,0,1.33656,0,0,0,6.00228e+07,ONE_PC,0,2216.52,0,0,0.808167,2,0,0,0.805945,0.5,0.0180575,0,8,0,0,3208,6714,3.64876,0,0,14,0.800812,0.160831,0
0,6497,0.00579392,411.602,0.00309422,0,0.0178857,0,0,2679.9,2,0.00378893,0,28,0,6497,0,6377.5,0.02704,0,2,0,0,0.1,0,3077.86,1.48918,0.135218,181.589,WAIT_DIE,0.000900936,0,0,0,1.34148,0,0.0235595,0.0071458,0,0,0.269153,0,0,false,0,0,0,0,0,0,28.5247,186.491,0.116541,0,0.00445887,0.0308423,0,0,0.070638,0.850108,0,0,0,1644,22.2598,0,5224,0,0,0,2,2,17228,0,1208,0,1.56968,0,0,0,964.685,ONE_PC,0,2081.66,0,0,0.760268,2,0,0,0.864829,0.5,0.0193467,0,2,0,0,3645,6497,1.05379,0,0,2,0.833308,0.171188,0
0,8620,0.00924799,207.574,0.00297978,0,0.00275872,0,0,2587.35,21,0.00422273,0,28,0,8620,0,8492.14,0.00895087,0,21,0,0,0.01,0,670.307,182.951,0.0621059,42.3215,WAIT_DIE,0.00956484,0,0,0,1.43292,0,0.0070293,0.002439,0,0,0.272587,0,0,false,0,0,0,0,0,0,28.4216,64.9266,0.0569903,0,0.00572953,0.0765937,0,4,0.0735708,0.738843,0,0,0,589,22.9763,0,1183,0,0,0,0,21,11075,0,7380,0,0.759251,0,0,0,2072.66,TWO_PC,0,2486.15,0,0,0,0,0,0,0.85438,0.5,0.00822623,0,17,0,0,651,8620,1.77086,0,0,21,0.925999,0.136324,0
0,8099,0.00753818,197.605,0.00304178,0,0.00491486,0,0,2507.8,3,0.00559206,0,28,0,8099,0,7946.49,0.0135528,0,3,0,0,0.02,0,988.596,335.967,0.0960118,56.2064,WAIT_DIE,0.0014854,0,0,0,1.37151,0,0.0109071,0.00492786,0,0,0.351151,0,0,false,0,0,0,0,0,0,28.5374,78.5887,0.0825331,0,0.00587415,0.0316522,0,0,0.0709804,0.733201,0,0,0,1025,22.8564,0,2157,0,0,0,0,3,12589,0,5897,0,0.844891,0,0,0,1715.31,TWO_PC,0,2335.66,0,0,0,0,0,0,0.886208,0.5,0.0101432,0,3,0,0,1177,8099,0.22658,0,0,3,0.881378,0.178072,0
0,6794,0.00785882,312.336,0.00338723,0,0.00813144,0,0,2494.02,10,0.0055129,0,28,0,6794,0,6673.02,0.0180188,0,10,0,0,0.04,0,1737.86,579.132,0.136699,170.179,WAIT_DIE,0.00515362,0,0,0,1.30606,0,0.0142021,0.00703429,0,0,0.343837,0,0,false,0,0,0,0,0,0,28.5076,189.076,0.10194,0,0.00613968,0.0343891,0,3,0.06394,0.75383,0,0,0,1408,22.2054,0,3270,0,0,0,0,10,13833,0,3498,0,1.587,0,0,0,1294.67,TWO_PC,0,2064.37,0,0,0,0,0,0,0.875699,0.5,0.0143627,0,7,0,0,1888,6794,1.50548,0,0,10,0.833358,0.237463,0
0,6064,0.00794726,319.633,0.00363829,0,0.0104146,0,0,2554.26,5,0.00553443,0,28,0,6064,0,6021.33,0.0198223,0,5,0,0,0.06,0,2245.67,760.831,0.132183,170.892,WAIT_DIE,0.00111019,0,0,0,1.1762,0,0.0159487,0.00753629,0,0,0.342835,0,0,false,0,0,0,0,0,0,28.1984,182.638,0.124827,0,0.00606658,0.0349575,0,4,0.0600708,0.711604,0,0,0,1472,22.4099,0,3789,0,0,0,0,7,14468,0,2292,0,1.38993,0,0,0,1172.55,TWO_PC,0,2041.41,0,0,0,0,0,0,0.826218,0.5,0.0142732,0,3,0,0,2300,6064,3.32872,0,0,5,0.822607,0.237878,0
0,5477,0.00842573,325.239,0.00391503,0,0.0122375,0,0,2637.37,1,0.00579467,0,28,0,5477,0,5404.07,0.0198049,0,1,0,0,0.08,0,2738.68,950.926,0.132294,41.1425,WAIT_DIE,0.000774687,0,0,0,1.37033,0,0.0156601,0.00753985,0,0,0.339594,0,0,false,0,0,0,0,0,0,28.3779,129.457,0.131939,0,0.00661884,0.0211107,0,0,0.0569329,0.7386,0,0,0,1402,22.8115,0,4003,0,0,0,1,1,14687,0,1469,0,0.954314,0,0,0,1141.17,TWO_PC,0,2113.47,0,0,0.248106,1,0,0,0.856302,0.5,0.0143154,0,1,0,0,2606,5477,1.23659,0,0,1,0.831755,0.260157,0
0,5111,0.00869114,351.247,0.00408901,0,0.0141849,0,0,2635.34,0,0.0057643,0,28,0,5111,0,5074.8,0.0203484,0,0,0,0,0.1,0,3113.83,1102.16,0.145463,172.653,WAIT_DIE,0,0,0,0,1.35756,0,0.0167957,0.00792623,0,0,0.334142,0,0,false,0,0,0,0,0,0,28.1998,177.827,0.1385,0,0.00635525,0.0317563,0,0,0.0557059,0.724129,0,0,0,1301,22.5869,0,4170,0,0,0,0,0,15047,0,921,0,1.1919,0,0,0,1089.87,TWO_PC,0,2110.38,0,0,0,0,0,0,0.829978,0.5,0.0160034,0,0,0,0,2889,5111,0,0,0,0,0.80962,0.252758,0
0,9341,0.00516531,187.935,0.00273412,0,0.0030743,0,0,2545.82,0,0.00377101,0,28,0,9341,0,9093.99,0.0111365,0,0,0,0,0.01,0,562.966,0.296449,0.0919227,40.6523,WAIT_DIE,0,0,0,0,1.53525,0,0.00891318,0.00456335,0,0,0.354329,0,0,false,0,0,0,0,0,0,28.7605,131.001,0.0697555,0,0.00393955,0.0201651,0,0,0.0798855,0.854915,0,0,0,653,22.3385,0,1372,0,0,0,0,0,12084,0,7982,0,1.48302,0,0,0,2033.14,ONE_PC,0,2474.85,0,0,0,0,0,0,0.904731,0.5,0.00954731,0,0,0,0,706,9341,0,0,0,0,0.894948,0.0645881,0
0,8507,0.00554334,329.624,0.00283833,0,0.00516119,0,0,2506.53,13,0.00386715,0,28,0,8507,0,8370.13,0.0159204,0,13,0,0,0.02,0,1116.1,0.449318,0.117749,158.848,WAIT_DIE,0.00493277,0,0,0,1.34898,0,0.0127099,0.0059648,0,0,0.351557,0,0,false,0,0,0,0,0,0,28.4578,180.444,0.096294,0,0.0041923,0.0323891,0,6,0.0746301,0.815001,0,0,0,1067,22.0461,0,2281,0,0,0,1,13,12975,0,6197,0,1.78654,0,0,0,1667.11,ONE_PC,0,2301,0,0,0.424852,1,0,0,0.859277,0.5,0.0109122,0,7,0,0,1243,8507,1.62774,0,0,13,0.85199,0.0911715,0
0,7704,0.00630801,337.004,0.00292366,0,0.0092606,0,0,2584.59,2,0.00387205,0,28,0,7704,0,7594.38,0.0199845,0,2,0,0,0.04,0,1747.95,0.799298,0.153399,170.493,WAIT_DIE,0.00107141,0,0,0,1.16742,0,0.0157384,0.00859723,0,0,0.334133,0,0,false,0,0,0,0,0,0,28.4042,186.758,0.124943,0,0.00414598,0.0372422,0,0,0.0725601,0.821858,0,0,0,1608,22.0793,0,3801,0,0,0,0,2,14880,0,3965,0,1.73268,0,0,0,1291.44,ONE_PC,0,2190,0,0,0,0,0,0,0.859485,0.5,0.0155968,0,2,0,0,2131,7704,1.1288,0,0,2,0.804021,0.140418,0
0,7122,0.0064477,328.96,0.0030232,0,0.012116,0,0,2691.81,7,0.00381433,0,28,0,7122,0,7097.36,0.0219564,0,7,0,0,0.06,0,2237.49,1.02011,0.151653,38.1672,WAIT_DIE,0.00328846,0,0,0,1.41591,0,0.0174787,0.00850766,0,0,0.328098,0,0,false,0,0,0,0,0,0,28.0972,121.738,0.139448,0,0.00449944,0.0187359,0,5,0.0702921,0.788567,0,0,0,1761,22.6223,0,4396,0,0,0,2,7,15439,0,2682,0,1.14187,0,0,0,6.43686e+07,ONE_PC,0,2240.98,0,0,1.06933,2,0,0,0.806337,0.5,0.0162189,0,2,0,0,2679,7122,1.25787,0,0,7,0.800556,0.158691,0
