log_size,99%_latency,average_latency,bytes_received,int_aborts_maat_resolve_failure,cache,network (in us) ,lock_phase (in us) ,num_aborts_restart,90%_latency,num_cache_updates,NUM_SERVER_THREADS,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_read_queue,num_aborts_execute,CP1,int_aborts_ws2,dummy_bytes_sent,time_read_input_queue,num_cache_evictions,time_send_msg,CC_ALG,commit_phase (in us) ,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_debug3,time_debug1,num_remote_txn,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,CC (row) (in us) ,num_cache_reads,int_aborts_rs3,wait (in us) ,int_aborts_rs1,int_debug4,run_time,time_recv_msg,num_cache_hits,max_latency,int_aborts_rs2,num_aborts_signal,num_aborts_ws,bytes_sent,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_cache_misses,Hostname,time_idle,num_aborts_remote,logic (in us) ,int_debug6,int_debug5,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,prepare_phase (in us) ,num_cache_inserts,CC (index) (in us) ,abort (in us) ,COMMIT_ALG,execute_phase (in us) ,num_renew_success,int_possibMVCC,num_waits,num_renew_failure,num_rw_check,time_wait_buffer,time_write_output_queue,95%_latency,Metrics,num_aborts_rs,num_renew,num_no_need_to_renewal,time_abort_queue,num_commits,num_renewals,num_rw_read,num_aborts,time_output_idle,num_pre_aborts
"                     0 (0,0,0,0,)",0.00218036,0.000562465,"               0.00765365 (0,0,0.00765365,0,)","0 (0,0,0,0,)","                        0 (0,0,0,0,)","             280.87 (0.494675,0.5305,0,0,)","          0 (0,0,0,0,)","           108 (53,55,0,0,)",0.000789897,"            0 (0,0,0,0,)",2,"             0 (0,0,0,0,)","                 3650 (1887,1763,0,0,)","         0 (0,0,0,0,)",3467.61,"             0.0092133 (0,0,0.0092133,0,)","              0.0406946 (0,0,0,0.0406946,)","           107 (52,55,0,0,)","	2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0526,0.0839127,0.016501,1.0904e-05,0,0.0156485,0,0,3.035e-06,0,1.228e-06,0,2.0557e-05,0.00157518,0.051768,3.2e-07,2.8002e-05,4.603e-06,0.0523388,0.000463058,0,0.0833782,7.1411e-05,0,0,0,0,0,0.0420532,0,0,0,0,1.04e-06,0,0,4.096e-06,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,","               0 (0,0,0,0,)","             0 (0,0,0,0,)","        0.0272837 (0.018686,0.00859767,0,0,)","          0 (0,0,0,0,)","                0.0483395 (0,0,0,0.0483395,)",WAIT_DIE,"        31.7652 (0.0588715,0.0570715,0,0,)","              0 (0,0,0,0,)","         0 (0,0,0,0,)","               0 (0,0,0,0,)","              3.10854 (2.13172,0,0.976824,0,)","                  0 (0,0,0,0,)","                  0.00808909 (0,0,0.00808909,0,)","                  0.00351618 (0,0,0,0.00351618,)","                  0 (0,0,0,0,)","                  0 (0,0,0,0,)","                  0 (0,0,0,0,)","                  0 (0,0,0,0,)","               3120 (1626,1494,0,0,)","0 (0,0,0,0,)",FALSE,"            0 (0,0,0,0,)","            0 (0,0,0,0,)","              0 (0,0,0,0,)","               0 (0,0,0,0,)","                2.52192 (0.00484165,0.00436338,0,0,)","               0 (0,0,0,0,)","                   0 (0,0,0,0,)","                     2.1052 (1.0526,1.0526,0,0,)","                0.061935 (0,0,0.061935,0,)","               0 (0,0,0,0,)",0.042101,"               0 (0,0,0,0,)","            0 (0,0,0,0,)","                5 (3,2,0,0,)","                   0.00786962 (0,0,0,0.00786962,)","               0 (0,0,0,0,)","                  0 (0,0,0,0,)","0 (0,0,0,0,)","             0 (0,0,0,0,)", node-0.computenode.spark-pg0.clemson.cloudlab.us. Node ID=0.,"                    1.58476 (0.85713,0.727635,0,0,)","            1 (1,0,0,0,)","               69.6364 (0.0649579,0.189215,0,0,)","                   0 (0,0,0,0,)","                   0 (0,0,0,0,)","                 0 (0,0,0,0,)","                   31 (15,16,0,0,)","                   137 (64,73,0,0,)","                   0 (0,0,0,0,)","             0 (0,0,0,0,)","0 (0,0,0,0,)","             0.325889 (0.0924892,0.2334,0,0,)","               0 (0,0,0,0,)","       300.884 (0.55841,0.539817,0,0,)","            0 (0,0,0,0,)","          56.6268 (0.0470794,0.159608,0,0,)","               24.4588 (0.048601,0.0406735,0,0,)",ONE_PC,"       205.357 (0.361508,0.388046,0,0,)","            0 (0,0,0,0,)","               0 (0,0,0,0,)","                    31 (15,16,0,0,)","            0 (0,0,0,0,)","                 0 (0,0,0,0,)","             0.0217051 (0.0110506,0.0106545,0,0,)","      0.00897466 (0.00263412,0.00634054,0,0,)",0.0009311,"	thr,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                132 (61,71,0,0,)","                    0 (0,0,0,0,)","       0 (0,0,0,0,)","             0.0511182 (0.0280178,0.0231005,0,0,)","                  3650 (1887,1763,0,0,)","                 0 (0,0,0,0,)","                  0 (0,0,0,0,)","                   108 (53,55,0,0,)","             0.979315 (0,0,0,0.979315,)","               0 (0,0,0,0,)"
"                     0 (0,0,0,0,0,0,)",0.00319845,0.000693955,"               0.0128905 (0,0,0,0,0.0128905,0,)","0 (0,0,0,0,0,0,)","                        0 (0,0,0,0,0,0,)","             295.553 (0.441192,0.430318,0.428638,0.391892,0,0,)","          0 (0,0,0,0,0,0,)","           748 (169,153,215,211,0,0,)",0.000956892,"            0 (0,0,0,0,0,0,)",4,"             0 (0,0,0,0,0,0,)","                 5725 (1445,1489,1411,1380,0,0,)","         0 (0,0,0,0,0,0,)",5714.14,"             0.0177852 (0,0,0,0,0.0177852,0,)","              0.0695994 (0,0,0,0,0,0.0695994,)","           746 (169,153,214,210,0,0,)","	4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00568,0.00244597,0.000988639,3.5043e-05,0,0.00109716,0,6.9991e-05,1.0153e-05,0,1.2232e-05,0,5.2404e-05,0.000120673,0.00179801,2.276e-06,9.3958e-05,1.6572e-05,0.00177676,0.00107321,0,0.00136152,1.1248e-05,0,0,1.98e-06,0,0,0.00106617,0,0,0,0,3.124e-06,0,0,1.4642e-05,0,0,4,0,0,0,0,0,3,0,0,0,4,1,2,0,1,0,0,0,0,","               0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)","        0.0190057 (0.00686258,0.00379396,0.00424541,0.00410377,0,0,)","          0 (0,0,0,0,0,0,)","                0.0724246 (0,0,0,0,0,0.0724246,)",WAIT_DIE,"        35.4894 (0.0580093,0.0518608,0.0480872,0.0452193,0,0,)","              0 (0,0,0,0,0,0,)","         0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","              1.10879 (0.220495,0,0,0,0.888294,0,)","                  0 (0,0,0,0,0,0,)","                  0.016086 (0,0,0,0,0.016086,0,)","                  0.00521537 (0,0,0,0,0,0.00521537,)","                  0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","               5166 (1284,1303,1294,1285,0,0,)","0 (0,0,0,0,0,0,)",FALSE,"            0 (0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,)","              0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","                5.06175 (0.0102454,0.00467208,0.00669158,0.00736945,0,0,)","               0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","                     4.0076 (1.00193,1.00186,1.00186,1.00195,0,0,)","                0.091495 (0,0,0,0,0.091495,0,)","               0 (0,0,0,0,0,0,)",0.0400537,"               0 (0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,)","                52 (15,11,13,13,0,0,)","                   0.0127558 (0,0,0,0,0,0.0127558,)","               0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)", node-0.computenode.spark-pg0.clemson.cloudlab.us. Node ID=0.,"                    3.27504 (0.828375,0.841002,0.803091,0.802566,0,0,)","            2 (0,0,1,1,0,0,)","               31.2842 (0.0456611,0.0425645,0.0449736,0.0459028,0,0,)","                   0 (0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,)","                   84 (29,16,19,20,0,0,)","                   879 (198,172,264,245,0,0,)","                   0 (0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,)","0 (0,0,0,0,0,0,)","             0.27019 (0.0690808,0.0652929,0.0683511,0.0674651,0,0,)","               0 (0,0,0,0,0,0,)","       338.916 (0.488678,0.499467,0.476963,0.475188,0,0,)","            0 (0,0,0,0,0,0,)","          18.4832 (0.0259211,0.0268351,0.0256351,0.0274249,0,0,)","               111.356 (0.13909,0.130681,0.185495,0.182245,0,0,)",ONE_PC,"       208.193 (0.307361,0.31113,0.282535,0.290881,0,0,)","            0 (0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,)","                    84 (29,16,19,20,0,0,)","            0 (0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,)","             0.0141176 (0.00350445,0.00358299,0.00350554,0.00352466,0,0,)","      0.0189469 (0.00525095,0.00466821,0.00528387,0.00374384,0,0,)",0.00157513,"	thr,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                827 (183,161,251,232,0,0,)","                    0 (0,0,0,0,0,0,)","       0 (0,0,0,0,0,0,)","             0.377218 (0.0818326,0.0750276,0.109264,0.111093,0,0,)","                  5725 (1445,1489,1411,1380,0,0,)","                 0 (0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,)","                   748 (169,153,215,211,0,0,)","             0.899341 (0,0,0,0,0,0.899341,)","               0 (0,0,0,0,0,0,)"
"                     0 (0,0,0,0,0,0,0,0,0,0,)",0.0077655,0.00101297,"               0.0208501 (0,0,0,0,0,0,0,0,0.0208501,0,)","0 (0,0,0,0,0,0,0,0,0,0,)","                        0 (0,0,0,0,0,0,0,0,0,0,)","             330.813 (0.313744,0.355748,0.327773,0.352355,0.327242,0.338403,0.296022,0.291218,0,0,)","          0 (0,0,0,0,0,0,0,0,0,0,)","           3026 (379,276,347,285,412,327,510,490,0,0,)",0.00151513,"            0 (0,0,0,0,0,0,0,0,0,0,)",8,"             0 (0,0,0,0,0,0,0,0,0,0,)","                 7867 (929,1117,1058,1028,962,1040,874,859,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,)",7844.58,"             0.0291768 (0,0,0,0,0,0,0,0,0.0291768,0,)","              0.109022 (0,0,0,0,0,0,0,0,0,0.109022,)","           2994 (376,274,344,282,405,325,504,484,0,0,)","	8,8,8,0,0,7,1,5,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01996,0.0209828,0.00262105,0.000266563,0,0.00345998,0,0.000162965,2.4741e-05,0,1.4424e-05,0,0.000143652,0.000302369,0.00265682,2.7932e-05,0.000208521,4.5854e-05,0.00259987,0.00194684,0,0.00272181,0.000299834,0.0160143,0,9.701e-05,0.000141786,0,0.00261218,0,0,0,0,8.213e-06,0,0,4.1585e-05,0,0,7,12,0,0,0,0,7,0,0,0,7,3,1,9,1,0,0,0,0,","               0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)","        0.0333794 (0.00678363,0.00417151,0.00401739,0.00334136,0.00357584,0.00432391,0.00382559,0.00334017,0,0,)","          0 (0,0,0,0,0,0,0,0,0,0,)","                0.108066 (0,0,0,0,0,0,0,0,0,0.108066,)",WAIT_DIE,"        40.0499 (0.0434748,0.0394149,0.0385157,0.0457746,0.0405356,0.038244,0.0337902,0.0353232,0,0,)","              0 (0,0,0,0,0,0,0,0,0,0,)","         0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","              1.25871 (0.410169,0,0,0,0,0,0,0,0.848545,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0.0262921 (0,0,0,0,0,0,0,0,0.0262921,0,)","                  0.00685449 (0,0,0,0,0,0,0,0,0,0.00685449,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","               8734 (1073,1173,1100,1077,1063,1090,1105,1053,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,)",FALSE,"            0 (0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","              0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                12.2576 (0.0121254,0.00824617,0.01314,0.0162528,0.00952401,0.0107865,0.0113113,0.0150439,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","                     8.02286 (1.0029,1.00292,1.00283,1.00285,1.00283,1.00283,1.00283,1.00285,0,0,)","                0.120147 (0,0,0,0,0,0,0,0,0.120147,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)",0.05326,"               0 (0,0,0,0,0,0,0,0,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","                423 (56,34,36,40,60,39,82,76,0,0,)","                   0.0199823 (0,0,0,0,0,0,0,0,0,0.0199823,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)", node-0.computenode.spark-pg0.clemson.cloudlab.us. Node ID=0.,"                    5.7309 (0.726919,0.775828,0.743653,0.716383,0.699032,0.755141,0.681831,0.63211,0,0,)","            42 (6,2,4,4,8,2,8,8,0,0,)","               59.8791 (0.0411436,0.0507497,0.0477269,0.0996588,0.0540438,0.0501948,0.0410887,0.0864622,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,)","                   219 (20,25,32,33,21,26,28,34,0,0,)","                   3642 (434,319,395,338,495,365,738,558,0,0,)","                   0 (0,0,0,0,0,0,0,0,0,0,)","             0 (0,0,0,0,0,0,0,0,0,0,)","0 (0,0,0,0,0,0,0,0,0,0,)","             0.638071 (0.0580432,0.0722545,0.0656289,0.126378,0.0736539,0.0697367,0.0578088,0.114567,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","       390.116 (0.372862,0.449615,0.411493,0.420535,0.361455,0.416912,0.321416,0.314757,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","          39.2096 (0.0215536,0.0266872,0.0245127,0.0797256,0.0353458,0.026328,0.022025,0.0722843,0,0,)","               334.34 (0.360301,0.237789,0.292375,0.262266,0.353644,0.283234,0.422782,0.417863,0,0,)",ONE_PC,"       248.466 (0.219468,0.270365,0.253071,0.267373,0.240024,0.256196,0.219989,0.228194,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","               0 (0,0,0,0,0,0,0,0,0,0,)","                    219 (20,25,32,33,21,26,28,34,0,0,)","            0 (0,0,0,0,0,0,0,0,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,)","             0.030941 (0.00404609,0.00366489,0.00399948,0.0037784,0.00388293,0.00389633,0.0039812,0.00369166,0,0,)","      0.0194739 (0.00160271,0.00173148,0.00164117,0.00428654,0.00252336,0.00183433,0.00163748,0.00421687,0,0,)",0.00241274,"	thr,num_commits,num_aborts,num_waits,num_home_txn,num_remote_txn,num_aborts_ws,num_aborts_rs,num_aborts_signal,num_aborts_remote,num_aborts_execute,num_pre_aborts,num_aborts_restart,num_aborts_terminate,num_renewals,num_no_need_to_renewal,num_cache_bypass,num_cache_reads,num_cache_hits,num_cache_misses,num_cache_remove,num_cache_inserts,num_cache_updates,num_cache_evictions,num_local_hits,num_renew,num_renew_success,num_renew_failure,num_ro_read,num_ro_check,num_rw_read,num_rw_check,int_debug1,int_debug2,int_debug3,int_debug4,int_debug5,int_debug6,int_urgentwrite,int_aborts_rs1,int_aborts_rs2,int_aborts_rs3,int_aborts_ws1,int_aborts_ws2,int_aborts_maat_resolve_failure,int_aborts_maat_resolve_no_feasibles,int_aborts_maat_adjust_others_failure,int_aborts_maat_empty_interval_after_adjustment,int_inevitable,int_possibMVCC,int_saved_by_hist,run_time,average_latency,time_read_input_queue,time_process_txn,time_waiting_for_job,time_wait_buffer,time_abort_queue,time_idle,time_write_output_queue,log_size,bytes_sent,dummy_bytes_sent,time_send_msg,time_read_queue,time_output_idle,bytes_received,time_recv_msg,time_write_queue,time_input_idle,execute_phase,lock_phase,prepare_phase,commit_phase,abort,CC (row),CC (index),logic,wait,network,cache,time_debug1,time_debug2,time_debug3,time_debug4,time_debug5,time_debug6,time_debug7,CLIENT_REQ,CLIENT_RESP,REQ,RESP_COMMIT,RESP_ABORT,LOCK_REQ,LOCK_COMMIT,LOCK_ABORT,PREPARE_REQ,AMEND_REQ,PREPARED_COMMIT,PREPARED_ABORT,COMMITTED,COMMIT_REQ,ABORT_REQ,ACK,TERMINATE,DUMMY,LOCAL_COPY_RESP,LOCAL_COPY_NACK,TCM_TS_SYNC_REQ,","                3219 (378,285,359,298,435,326,656,482,0,0,)","                    0 (0,0,0,0,0,0,0,0,0,0,)","       0 (0,0,0,0,0,0,0,0,0,0,)","             1.48094 (0.19409,0.13268,0.17159,0.139956,0.209069,0.155686,0.241624,0.236243,0,0,)","                  7867 (929,1117,1058,1028,962,1040,874,859,0,0,)","                 0 (0,0,0,0,0,0,0,0,0,0,)","                  0 (0,0,0,0,0,0,0,0,0,0,)","                   3026 (379,276,347,285,412,327,510,490,0,0,)","             0.859613 (0,0,0,0,0,0,0,0,0,0.859613,)","               0 (0,0,0,0,0,0,0,0,0,0,)"
