prepare_phase (in us),log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,num_aborts_restart,90%_latency,num_cache_misses,NUM_SERVER_THREADS,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_debug3,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,num_cache_evictions,network (in us),commit_phase (in us),time_send_msg,CC (index) (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_read_queue,time_debug1,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),time_recv_msg,num_cache_hits,95%_latency,max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,time_idle,num_aborts_remote,num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase (in us),num_cache_inserts,network_log (in us),COMMIT_ALG,num_cache_updates,total_log_yes (in us),num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,time_wait_buffer,READ_PERC,time_write_output_queue,CC (row) (in us),num_aborts_rs,num_renew,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,num_pre_aborts
31710,0,3.93021e+15,0.0928419,225.478,0.0347092,0,0.000198176,0,0,0,0.0525512,0,16,0,470,0,446.843,0.000989442,0,0,0,0,0.01,0,6372.56,0.869206,0.00437414,60.8916,WAIT_DIE,0,0,0,0,2.22344,0,0.00091551,0.000332122,0,0,0.162065,0,0,false,0,0,0,0,0,0,16.8292,208.988,0.00299051,0,0.0689177,0.0941709,0,0,0.00406472,0.123508,0,0,0,34,15.6277,0,82,0,0,0,0,0,0,0,390,0,0.111313,0,0,0,31435.6,ONE_PC,0,30514.4,0,0,0,0,0,0,0.187596,0.5,0.000828668,0,0,0,0,46,470,0,0,0,0,1.03603,0
33215.2,0,106,0.0931689,192.957,0.0384232,0,0.00031572,0,0,0,0.0635487,0,16,0,431,0,399.446,0.00104227,0,0,0,0,0.02,0,10681.6,0.982559,0.00471219,38.6562,WAIT_DIE,0,0,0,0,2.29742,0,0.000948525,0.000282889,0,0,0.166888,0,0,false,0,0,0,0,0,0,17.2639,119.249,0.0040937,0,0.0754419,0.100321,0,0,0.00382596,0.169782,0,0,0,48,15.6746,0,122,0,0,0,0,0,0,0,309,0,0.0634281,0,0,0,33067.9,ONE_PC,0,31283.2,0,0,0,0,0,0,0.253487,0.5,0.000963451,0,0,0,0,74,431,0,0,0,0,1.06285,0
34202.5,0,551,0.0979421,228.53,0.0448985,0,0.0005162,0,0,0,0.0753342,0,16,0,363,0,342.872,0.00090029,0,0,0,0,0.04,0,23245.2,1.64929,0.00526412,48.3029,WAIT_DIE,0,0,0,0,2.44789,0,0.000802405,0.000408791,0,0,0.164307,0,0,false,0,0,0,0,0,0,16.9393,157.675,0.00481475,0,0.0779202,0.0981074,0,0,0.00348983,0.133435,0,0,0,57,15.6666,0,176,0,0,0,0,0,0,0,183,0,0.071664,0,0,0,31984,ONE_PC,0,28832.5,0,0,0,0,0,0,0.205072,0.5,0.00164365,0,0,0,0,123,363,0,0,0,0,1.04168,0
35539.2,0,444,0.103022,236.097,0.0501338,0,0.000643196,0,0,0,0.0780403,0,16,0,327,0,311.451,0.00142251,0,0,0,0,0.06,0,30486.7,1.22023,0.00511841,33.917,WAIT_DIE,0,0,0,0,2.19702,0,0.00132197,0.000270006,0,0,0.162096,0,0,false,0,0,0,0,0,0,16.7988,100.999,0.00531049,0,0.0836146,0.103133,0,0,0.00332192,0.119664,0,0,0,65,15.6938,0,209,0,0,0,0,0,0,0,116,0,0.0447751,0,0,0,33569.3,ONE_PC,0,28792.7,0,0,0,0,0,0,0.181315,0.5,0.000888452,0,0,0,0,146,327,0,0,0,0,1.03355,0
38044.4,0,237,0.105312,281.01,0.0559856,0,0.000746344,0,0,0,0.0761302,0,16,0,296,0,276.879,0.00184578,0,0,0,0,0.08,0,35697.8,1.27957,0.00644953,42.5576,WAIT_DIE,0,0,0,0,2.39046,0,0.00173825,0.000339788,0,0,0.164256,0,0,false,0,0,0,0,0,0,17.1049,133.626,0.00925024,0,0.0835039,0.105359,0,0,0.00318729,0.1519,0,0,0,67,15.6852,0,226,0,0,0,0,0,0,0,70,0,0.0527656,0,0,0,39239.8,ONE_PC,0,32444.6,0,0,0,0,0,0,0.231688,0.5,0.000767329,0,0,0,0,159,296,0,0,0,0,1.05075,0
39308.6,0,174,0.113552,273.019,0.0597154,0,0.000822196,0,0,0,0.0770832,0,16,0,271,0,257.516,0.00158046,0,0,0,0,0.1,0,41001.6,1.62159,0.0051353,34.0269,WAIT_DIE,0,0,0,0,2.25563,0,0.00147333,0.000271949,0,0,0.162741,0,0,false,0,0,0,0,0,0,16.8378,102.004,0.00566325,0,0.0836949,0.113737,0,0,0.00305527,0.123089,0,0,0,56,15.6979,0,229,0,0,0,0,0,0,0,41,0,0.0397251,0,0,0,43431.9,ONE_PC,0,35381.6,0,0,0,0,0,0,0.187659,0.5,0.000875893,0,0,0,0,174,271,0,0,0,0,1.036,0
30205.3,0,0,0.185225,178.533,0.0614432,0,0.000110476,0,0,0,0.0948969,0,16,0,270,0,249.311,0.000522891,0,0,0,0,0.01,0,9212.76,26991.4,0.00326022,51.0423,WAIT_DIE,0,0,0,0,2.31622,0,0.000482276,0.000211776,0,0,0.169134,0,0,false,0,0,0,0,0,0,17.3277,170.842,0.00205242,0,0.111809,0.185302,0,0,0.0022908,0.172588,0,0,0,16,15.6828,0,41,0,0,0,0,0,0,0,225,0,0.0554094,0,0,0,54271.3,TWO_PC,0,27280.5,0,0,0,0,0,0,0.257353,0.5,0.000791651,0,0,0,0,29,270,0,0,0,0,1.06846,0
32462,0,0,0.125514,129.224,0.0669108,0,0.000176824,0,0,0,0.11164,0,16,0,249,0,229.5,0.000870417,0,0,0,0,0.02,0,12830.4,27827.5,0.00357548,30.8275,WAIT_DIE,0,0,0,0,2.32009,0,0.000825998,0.000172912,0,0,0.169857,0,0,false,0,0,0,0,0,0,17.3594,95.5407,0.00821352,0,0.116796,0.146502,0,0,0.00220854,0.179432,0,0,0,20,15.7076,0,65,0,0,0,0,0,0,0,184,0,0.0316615,0,0,0,58043.3,TWO_PC,0,30216.4,0,0,0,0,0,0,0.263378,0.5,0.000429443,0,0,0,0,45,249,0,0,0,0,1.06977,0
34980.1,0,0,0.170143,241.844,0.0787848,0,0.0002944,0,0,0,0.118459,0,16,0,215,0,193.944,0.000778708,0,0,0,0,0.04,0,25151,30903.5,0.00322122,83.408,WAIT_DIE,0,0,0,0,2.08005,0,0.000712923,0.000205388,0,0,0.173928,0,0,false,0,0,0,0,0,0,17.737,203.773,0.00551916,0,0.126928,0.170427,0,0,0.00205795,0.217642,0,0,0,31,15.6835,0,102,0,0,0,0,0,0,0,109,0,0.0541068,0,0,0,61217.4,TWO_PC,0,30314.7,0,0,0,0,0,0,0.32026,0.5,0.00059233,0,0,0,0,75,215,0,0,0,0,1.0938,0
38905,0,0,0.140161,220.907,0.0837836,0,0.000370084,0,0,0,0.120818,0,16,0,199,0,180.247,0.000647873,0,0,0,0,0.06,0,29218.7,29595.9,0.00332051,31.7283,WAIT_DIE,0,0,0,0,2.15904,0,0.000593855,0.000196162,0,0,0.173479,0,0,false,0,0,0,0,0,0,17.6646,89.9567,0.00335362,0,0.1227,0.140201,0,0,0.00201259,0.208586,0,0,0,36,15.7134,0,124,0,0,0,0,0,0,0,78,0,0.0256918,0,0,0,65345.1,TWO_PC,0,35750,0,0,0,0,0,0,0.30999,0.5,0.000521612,0,0,0,0,85,199,0,0,0,0,1.08927,0
40314.5,0,8,0.139637,248.8,0.0889937,0,0.000443924,0,0,0,0.112376,0,16,0,188,0,170.987,0.000821313,0,0,0,0,0.08,0,30966.2,32820.1,0.00471773,58.8503,WAIT_DIE,0,0,0,0,2.45604,0,0.000746134,0.000177954,0,0,0.17128,0,0,false,0,0,0,0,0,0,17.592,196.915,0.00606359,0,0.114751,0.139651,0,0,0.00199226,0.201725,0,0,0,46,15.689,0,142,0,0,0,0,0,0,0,47,0,0.0483142,0,0,0,71010.4,TWO_PC,0,38191.9,0,0,0,0,0,0,0.299254,0.5,0.000402045,0,0,0,0,95,188,0,0,0,0,1.08292,0
37944.1,0,0,0.148501,329.394,0.0938344,0,0.000516824,0,0,0,0.122473,0,16,0,175,0,165.483,0.000627698,0,0,0,0,0.1,0,47754.3,29208.3,0.00467545,64.1291,WAIT_DIE,0,0,0,0,2.06136,0,0.000562044,0.00017706,0,0,0.163688,0,0,false,0,0,0,0,0,0,16.9202,173.619,0.0039971,0,0.129804,0.148602,0,0,0.00194342,0.129502,0,0,0,38,15.6964,0,146,0,0,0,0,0,0,0,27,0,0.0417986,0,0,0,61886.4,TWO_PC,0,32680.2,0,0,0,0,0,0,0.194782,0.5,0.000486808,0,0,0,0,110,175,0,0,0,0,1.04182,0
31484.4,0,18,0.083584,185.793,0.0348595,0,0.000201832,0,0,0,0.0564057,0,16,0,467,0,439.12,0.00138828,0,0,0,0,0.01,0,7020.52,0.663133,0.00531404,42.0159,WAIT_DIE,0,0,0,0,2.32242,0,0.00131181,0.000193362,0,0,0.164129,0,0,false,0,0,0,0,0,0,17.0158,140.637,0.00355804,0,0.0746316,0.130754,0,0,0.00402144,0.141706,0,0,0,35,15.662,0,79,0,0,0,0,0,0,0,384,0,0.0767548,0,0,0,31093.8,ONE_PC,0,30081.7,0,0,0,0,0,0,0.217992,0.5,0.000526802,0,0,0,0,48,467,0,0,0,0,1.04709,0
32674,0,222,0.105165,166.071,0.0387793,0,0.000303572,0,0,0,0.0730717,0,16,0,421,0,400.461,0.00100475,0,0,0,0,0.02,0,13407.5,0.881435,0.00521364,36.5754,WAIT_DIE,0,0,0,0,2.19262,0,0.000934673,0.000269477,0,0,0.16251,0,0,false,0,0,0,0,0,0,16.8206,114.141,0.00392513,0,0.0801777,0.120816,0,0,0.00372282,0.120806,0,0,0,46,15.679,0,112,0,0,0,0,0,0,0,302,0,0.059293,0,0,0,30724.1,ONE_PC,0,28676.6,0,0,0,0,0,0,0.18496,0.5,0.000764229,0,0,0,0,73,421,0,0,0,0,1.03504,0
36683.5,0,299,0.108558,225.282,0.0478697,0,0.000477764,0,0,0,0.082815,0,16,0,341,0,314.89,0.00128089,0,0,0,0,0.04,0,24010.2,3.18155,0.00574035,48.0795,WAIT_DIE,0,0,0,0,2.05325,0,0.0011937,0.000348205,0,0,0.165725,0,0,false,0,0,0,0,0,0,17.3267,154.357,0.00417627,0,0.0898365,0.130317,0,0,0.00326176,0.174346,0,0,0,51,15.6687,0,164,0,0,0,0,0,0,0,175,0,0.0699376,0,0,0,35271.9,ONE_PC,0,31810.9,0,0,0,0,0,0,0.268009,0.5,0.000932691,0,0,0,0,115,341,0,0,0,0,1.06541,0
38062.6,0,345,0.102632,264.255,0.0531814,0,0.000597476,0,0,0,0.0824668,0,16,0,308,0,293.828,0.00149802,0,0,0,0,0.06,0,30781.3,1.3715,0.0049447,48.4805,WAIT_DIE,0,0,0,0,2.01443,0,0.00139775,0.000268328,0,0,0.162383,0,0,false,0,0,0,0,0,0,16.7717,157.559,0.00454834,0,0.100296,0.107363,0,0,0.0031218,0.117204,0,0,0,61,15.6776,0,194,0,0,0,0,0,0,0,112,0,0.0611996,0,0,0,38564.6,ONE_PC,0,32680.2,0,0,0,0,0,0,0.17617,0.5,0.000839291,0,0,0,0,135,308,0,0,0,0,1.03203,0
41348.8,0,274,0.174997,270.384,0.0643061,0,0.000670628,0,0,0,0.0970292,0,16,0,261,0,243.867,0.000813212,0,0,0,0,0.08,0,44218.9,2.06345,0.00627915,42.3727,WAIT_DIE,0,0,0,0,2.3201,0,0.000717861,0.000384957,0,0,0.165362,0,0,false,0,0,0,0,0,0,17.1241,122.82,0.00815528,0,0.136052,0.175079,0,0,0.00282361,0.156028,0,0,0,59,15.692,0,204,0,0,0,0,0,0,0,58,0,0.0456847,0,0,0,41131.6,ONE_PC,0,32039.3,0,0,0,0,0,0,0.231214,0.5,0.00150773,0,0,0,0,144,261,0,0,0,0,1.0523,0
38519.5,0,172,0.0887287,302.645,0.060148,0,0.000828944,0,0,0,0.0835289,0,16,0,274,0,259.881,0.00102884,0,0,0,0,0.1,0,42387.5,1.84309,0.00688893,64.1215,WAIT_DIE,0,0,0,0,2.26691,0,0.000914574,0.000331389,0,0,0.162482,0,0,false,0,0,0,0,0,0,16.8692,175.568,0.0060022,0,0.0836501,0.0972946,0,0,0.00307852,0.125687,0,0,0,58,15.6745,0,229,0,0,0,0,0,0,0,40,0,0.0641672,0,0,0,42249.8,ONE_PC,0,33714.7,0,0,0,0,0,0,0.194607,0.5,0.000926761,0,0,0,0,176,274,0,0,0,0,1.03611,0
31050.7,0,2.52411e+15,0.123667,178.969,0.0621444,0,0.000111736,0,0,0,0.106749,0,16,0,265,0,242.368,0.000793238,0,0,0,0,0.01,0,7949.09,27015.1,0.00248816,49.6025,WAIT_DIE,0,0,0,0,2.13332,0,0.000754844,9.7986e-05,0,0,0.171821,0,0,false,0,0,0,0,0,0,17.494,171.021,0.00210169,0,0.115452,0.15484,0,0,0.00225809,0.191225,0,0,0,15,15.6853,0,45,0,0,0,0,0,0,0,222,0,0.0534824,0,0,0,56160.6,TWO_PC,0,29145.9,0,0,0,0,0,0,0.285433,0.5,0.000299734,0,0,0,0,28,265,0,0,0,0,1.07976,0
30624.6,0,26,0.145857,185.151,0.0647288,0,0.000179388,0,0,0,0.123818,0,16,0,259,0,232.934,0.000868724,0,0,0,0,0.02,0,16016.1,25271.9,0.0034011,43.6308,WAIT_DIE,0,0,0,0,2.14644,0,0.000804462,0.000148164,0,0,0.173055,0,0,false,0,0,0,0,0,0,17.7904,143.098,0.00264203,0,0.132192,0.157077,0,0,0.00227994,0.222694,0,0,0,22,15.6944,0,62,0,0,0,0,0,0,0,190,0,0.0447696,0,0,0,51678.8,TWO_PC,0,26407.4,0,0,0,0,0,0,0.329526,0.5,0.000331391,0,0,0,0,47,259,0,0,0,0,1.097,0
34087.9,0,30,0.147726,235.865,0.0747556,0,0.000298264,0,0,0,0.112633,0,16,0,220,0,198.832,0.0007266,0,0,0,0,0.04,0,24321.4,28413.7,0.00310348,59.6294,WAIT_DIE,0,0,0,0,2.3521,0,0.00067098,0.000190657,0,0,0.172004,0,0,false,0,0,0,0,0,0,17.7034,207.105,0.00633181,0,0.122357,0.147777,0,0,0.00209977,0.212623,0,0,0,31,15.6844,0,103,0,0,0,0,0,0,0,112,0,0.0545131,0,0,0,58811.6,TWO_PC,0,30398.8,0,0,0,0,0,0,0.31507,0.5,0.00056396,0,0,0,0,77,220,0,0,0,0,1.09194,0
35786.2,0,115,0.134516,230.063,0.0783053,0,0.000393884,0,0,0,0.104832,0,16,0,212,0,190.89,0.000777659,0,0,0,0,0.06,0,25929.7,29033.3,0.0029259,54.4066,WAIT_DIE,0,0,0,0,2.36588,0,0.000709507,0.000163371,0,0,0.174981,0,0,false,0,0,0,0,0,0,17.7694,178.687,0.0033524,0,0.112208,0.134635,0,0,0.00214094,0.220016,0,0,0,41,15.6894,0,130,0,0,0,0,0,0,0,82,0,0.0482736,0,0,0,61710.5,TWO_PC,0,32679,0,0,0,0,0,0,0.325944,0.5,0.000431479,0,0,0,0,89,212,0,0,0,0,1.09602,0
37530.4,0,106,0.129238,233.738,0.0839163,0,0.000492868,0,0,0,0.105334,0,16,0,202,0,183.378,0.0010957,0,0,0,0,0.08,0,30159.1,30826.6,0.00390688,42.4179,WAIT_DIE,0,0,0,0,2.23166,0,0.00102432,0.000336753,0,0,0.17244,0,0,false,0,0,0,0,0,0,17.6248,135.995,0.0041584,0,0.125827,0.129271,0,0,0.00215499,0.204672,0,0,0,49,15.7017,0,152,0,0,0,0,0,0,0,48,0,0.0373354,0,0,0,65806.4,TWO_PC,0,34981,0,0,0,0,0,0,0.304032,0.5,0.000760124,0,0,0,0,105,202,0,0,0,0,1.08584,0
40019.7,0,0,0.131911,253.33,0.093806,0,0.000518812,0,0,0,0.121987,0,16,0,175,0,161.722,0.000941841,0,0,0,0,0.1,0,44229.1,29537.2,0.00423894,39.6649,WAIT_DIE,0,0,0,0,2.42447,0,0.000874176,0.000177277,0,0,0.168893,0,0,false,0,0,0,0,0,0,17.3136,115.035,0.00343614,0,0.12224,0.132019,0,0,0.0019444,0.172228,0,0,0,38,15.7099,0,145,0,0,0,0,0,0,0,27,0,0.0295618,0,0,0,65518.6,TWO_PC,0,35983.2,0,0,0,0,0,0,0.256751,0.5,0.000635506,0,0,0,0,110,175,0,0,0,0,1.06662,0
33307.9,0,180,0.113212,217.991,0.0365125,0,0.00018966,0,0,0,0.0626403,0,16,0,444,0,417.678,0.000950878,0,0,0,0,0.01,0,7297.85,0.914831,0.00495735,61.0811,WAIT_DIE,0,0,0,0,2.0695,0,0.000881511,0.000278988,0,0,0.16481,0,0,false,0,0,0,0,0,0,17.0083,199.006,0.00276397,0,0.0717035,0.116602,0,0,0.00382572,0.14211,0,0,0,34,15.6368,0,77,0,0,0,0,0,0,0,368,0,0.101819,0,0,0,31446,ONE_PC,0,30815,0,0,0,0,0,0,0.215215,0.5,0.00086094,0,0,0,0,42,444,0,0,0,0,1.04688,0
34042.7,0,230,0.096177,143.105,0.0396502,0,0.000294468,0,0,0,0.0752982,0,16,0,412,0,387.829,0.00134578,0,0,0,0,0.02,0,12298.9,0.650396,0.00406199,28.4398,WAIT_DIE,0,0,0,0,2.26436,0,0.00126628,0.000192945,0,0,0.163449,0,0,false,0,0,0,0,0,0,16.9972,87.6889,0.00391905,0,0.0822385,0.118773,0,0,0.00364074,0.139621,0,0,0,45,15.6927,0,114,0,0,0,0,0,0,0,298,0,0.0464533,0,0,0,31501.6,ONE_PC,0,30111.1,0,0,0,0,0,0,0.212947,0.5,0.000533384,0,0,0,0,69,412,0,0,0,0,1.04713,0
