prepare_phase (in us),log_size,num_log_yes,99%_latency,execute_phase (in us),average_latency,ZIPF_THETA,bytes_received,int_aborts_maat_resolve_failure,cache,num_aborts_restart,90%_latency,num_cache_misses,NUM_SERVER_THREADS,num_cache_remove,num_home_txn,time_waiting_for_job,Throughput,time_write_queue,time_debug3,num_aborts_execute,int_aborts_ws2,dummy_bytes_sent,PERC_REMOTE,num_cache_evictions,network (in us),commit_phase (in us),time_send_msg,CC (index) (in us),CC_ALG,time_abort_queue,int_urgentwrite,num_aborts_terminate,num_local_hits,time_input_idle,time_debug6,time_debug7,time_debug4,time_debug5,time_debug2,time_read_queue,time_debug1,int_aborts_maat_resolve_no_feasibles,LOG_NODE,int_saved_by_hist,int_debug5,int_aborts_rs3,int_aborts_rs2,int_aborts_rs1,int_debug4,run_time,logic (in us),time_recv_msg,num_cache_hits,95%_latency,max_latency,num_aborts_signal,num_aborts_ws,bytes_sent,time_read_input_queue,int_aborts_ws1,num_ro_read,int_aborts_maat_empty_interval_after_adjustment,num_remote_readonly_txn,time_idle,num_aborts_remote,num_remote_txn,int_debug6,num_cache_reads,num_ro_check,int_debug3,int_debug2,int_debug1,num_cache_bypass,num_local_txn,int_aborts_maat_adjust_others_failure,time_process_txn,int_inevitable,lock_phase (in us),num_cache_inserts,network_log (in us),COMMIT_ALG,num_cache_updates,total_log_yes (in us),num_renew_success,int_possibMVCC,wait (in us),num_waits,num_renew_failure,num_rw_check,time_wait_buffer,READ_PERC,time_write_output_queue,CC (row) (in us),num_aborts_rs,num_renew,num_no_need_to_renewal,num_remote_write_txn,num_commits,abort (in us),num_renewals,num_rw_read,num_aborts,time_output_idle,num_pre_aborts
40192.2,0,188,0.174926,216.024,0.051951,0,0.000445612,0,0,0,0.0831986,0,16,0,316,0,297.072,0.00096058,0,0,0,0,0.04,0,25932.3,1.10244,0.0043881,36.5729,WAIT_DIE,0,0,0,0,2.37063,0,0.000878089,0.000312652,0,0,0.162888,0,0,false,0,0,0,0,0,0,17.0194,111.245,0.00436997,0,0.100321,0.179397,0,0,0.00302168,0.141911,0,0,0,47,15.6926,0,153,0,0,0,0,0,0,0,161,0,0.046385,0,0,0,37664.5,ONE_PC,0,34736.3,0,0,0,0,0,0,0.216637,0.5,0.000747654,0,0,0,0,108,316,0,0,0,0,1.04779,0
37729.6,0,148,0.0941471,250.264,0.0524227,0,0.000613744,0,0,0,0.0810275,0,16,0,313,0,288.065,0.00165149,0,0,0,0,0.06,0,29533.3,1.31703,0.00582568,51.6559,WAIT_DIE,0,0,0,0,2.20712,0,0.00155116,0.000261657,0,0,0.167826,0,0,false,0,0,0,0,0,0,17.385,169.954,0.00471322,0,0.0835903,0.109842,0,0,0.00318878,0.182675,0,0,0,61,15.6715,0,202,0,0,0,0,0,0,0,113,0,0.0670941,0,0,0,39728.6,ONE_PC,0,33855.4,0,0,0,0,0,0,0.275968,0.5,0.000829425,0,0,0,0,139,313,0,0,0,0,1.0692,0
42234.8,0,83,0.110108,370.76,0.0591315,0,0.000708088,0,0,0,0.0835492,0,16,0,277,0,261.193,0.00149256,0,0,0,0,0.08,0,33786.1,1.53246,0.00609176,32.6276,WAIT_DIE,0,0,0,0,2.12481,0,0.00139653,0.000373396,0,0,0.163913,0,0,false,0,0,0,0,0,0,16.9683,92.7331,0.0071811,0,0.100297,0.110146,0,0,0.00301554,0.136493,0,0,0,64,15.7008,0,219,0,0,0,0,0,0,0,63,0,0.0374689,0,0,0,47830,ONE_PC,0,39375.6,0,0,0,0,0,0,0.210137,0.5,0.000986151,0,0,0,0,150,277,0,0,0,0,1.04309,0
38509.3,0,22,0.11051,269.162,0.0631865,0,0.000809724,0,0,0,0.0836503,0,16,0,266,0,240.024,0.00141718,0,0,0,0,0.1,0,46467.9,1.67235,0.00591543,38.3095,WAIT_DIE,0,0,0,0,2.47114,0,0.00130838,0.000283484,0,0,0.171076,0,0,false,0,0,0,0,0,0,17.7315,112.353,0.00494215,0,0.102916,0.125136,0,0,0.0030119,0.218127,0,0,0,56,15.6958,0,228,0,0,0,0,0,0,0,40,0,0.0421004,0,0,0,42526.6,ONE_PC,0,31965.2,0,0,0,0,0,0,0.331546,0.5,0.000913761,0,0,0,0,170,266,0,0,0,0,1.09053,0
30526.4,0,0,0.120458,185.455,0.0620005,0,0.00010946,0,0,0,0.103814,0,16,0,267,0,242.48,0.000369575,0,0,0,0,0.01,0,7834.72,27289.1,0.00312354,53.0333,WAIT_DIE,0,0,0,0,2.23552,0,0.000326335,0.000143969,0,0,0.173457,0,0,false,0,0,0,0,0,0,17.6179,177.761,0.00183395,0,0.112077,0.154114,0,0,0.00226714,0.203635,0,0,0,15,15.6833,0,43,0,0,0,0,0,0,0,224,0,0.0559319,0,0,0,56113.4,TWO_PC,0,28824.9,0,0,0,0,0,0,0.302949,0.5,0.000447174,0,0,0,0,28,267,0,0,0,0,1.08679,0
32949.1,0,15,0.112973,162.063,0.0674768,0,0.00018332,0,0,0,0.102839,0,16,0,247,0,225.53,0.000600825,0,0,0,0,0.02,0,11167.5,28747.5,0.00332308,38.7964,WAIT_DIE,0,0,0,0,2.20251,0,0.000553516,0.000170157,0,0,0.171476,0,0,false,0,0,0,0,0,0,17.5232,121.533,0.0049944,0,0.111578,0.138899,0,0,0.00220971,0.193641,0,0,0,20,15.7006,0,73,0,0,0,0,0,0,0,182,0,0.0381729,0,0,0,60473,TWO_PC,0,31726,0,0,0,0,0,0,0.288187,0.5,0.000486045,0,0,0,0,45,247,0,0,0,0,1.08063,0
35736.9,0,18,0.136716,221.394,0.0763765,0,0.000295492,0,0,0,0.113117,0,16,0,216,0,201.426,0.000923119,0,0,0,0,0.04,0,23073.3,29057.5,0.00429882,53.1438,WAIT_DIE,0,0,0,0,2.23078,0,0.000847678,0.000158082,0,0,0.168882,0,0,false,0,0,0,0,0,0,17.1576,180.235,0.00333193,0,0.121543,0.136974,0,0,0.00207931,0.154949,0,0,0,30,15.6891,0,108,0,0,0,0,0,0,0,111,0,0.0486978,0,0,0,61367.2,TWO_PC,0,32310.6,0,0,0,0,0,0,0.23216,0.5,0.000380715,0,0,0,0,75,216,0,0,0,0,1.0564,0
39609.3,0,98,0.17742,241.448,0.0840879,0,0.000361188,0,0,0,0.114313,0,16,0,196,0,179.87,0.000523006,0,0,0,0,0.06,0,26476,30937.6,0.00382315,50.164,WAIT_DIE,0,0,0,0,2.17621,0,0.000469056,0.000185306,0,0,0.170535,0,0,false,0,0,0,0,0,0,17.4348,161.042,0.00274228,0,0.137843,0.177668,0,0,0.00198004,0.184155,0,0,0,37,15.6984,0,123,0,0,0,0,0,0,0,77,0,0.0403691,0,0,0,68142.4,TWO_PC,0,37205.8,0,0,0,0,0,0,0.275825,0.5,0.000511815,0,0,0,0,82,196,0,0,0,0,1.0745,0
39200.4,0,25,0.162095,247.914,0.0920454,0,0.000433344,0,0,0,0.128893,0,16,0,180,0,164.361,0.000898667,0,0,0,0,0.08,0,42724.6,29320.4,0.00387431,50.6618,WAIT_DIE,0,0,0,0,2.20253,0,0.000840551,0.00017409,0,0,0.170516,0,0,false,0,0,0,0,0,0,17.5224,149.283,0.00375684,0,0.155369,0.162124,0,0,0.00191398,0.193593,0,0,0,42,15.7015,0,140,0,0,0,0,0,0,0,43,0,0.0372541,0,0,0,61243.1,TWO_PC,0,31924.1,0,0,0,0,0,0,0.288376,0.5,0.000630836,0,0,0,0,95,180,0,0,0,0,1.07994,0
37875,0,79,0.141418,376.168,0.0938481,0,0.000524764,0,0,0,0.129128,0,16,0,180,0,163.339,0.000636883,0,0,0,0,0.1,0,49305.6,28225.4,0.00434895,50.5416,WAIT_DIE,0,0,0,0,2.26565,0,0.000568658,0.000214819,0,0,0.170931,0,0,false,0,0,0,0,0,0,17.632,154.903,0.00669081,0,0.136703,0.141444,0,0,0.00198633,0.206431,0,0,0,38,15.6988,0,146,0,0,0,0,0,0,0,29,0,0.0387543,0,0,0,59279.9,TWO_PC,0,31056.1,0,0,0,0,0,0,0.305872,0.5,0.00060275,0,0,0,0,113,180,0,0,0,0,1.0862,0
32555.4,0,98,0.144974,224.677,0.0362474,0,0.000195488,0,0,0,0.0616594,0,16,0,451,0,416.634,0.0009399,0,0,0,0,0.01,0,8103.95,1.01315,0.00419629,60.9213,WAIT_DIE,0,0,0,0,2.22098,0,0.000868809,0.000276039,0,0,0.167903,0,0,false,0,0,0,0,0,0,17.3197,216.222,0.00293817,0,0.0765118,0.186578,0,0,0.003883,0.173655,0,0,0,35,15.6298,0,75,0,0,0,0,0,0,0,369,0,0.109992,0,0,0,30319.9,ONE_PC,0,29566,0,0,0,0,0,0,0.26611,0.5,0.000887107,0,0,0,0,47,451,0,0,0,0,1.06689,0
31115,0,293,0.0763579,129.498,0.0358719,0,0.00032144,0,0,0,0.0676097,0,16,0,452,0,425.592,0.00133009,0,0,0,0,0.02,0,10499.4,0.654533,0.00484796,26.7711,WAIT_DIE,0,0,0,0,2.1595,0,0.00123752,0.000195499,0,0,0.163373,0,0,false,0,0,0,0,0,0,16.9928,79.7053,0.00737379,0,0.0750978,0.125113,0,0,0.00400067,0.139348,0,0,0,50,15.692,0,126,0,0,0,0,0,0,0,327,0,0.0468024,0,0,0,30174.9,ONE_PC,0,28530.8,0,0,0,0,0,0,0.213181,0.5,0.000538545,0,0,0,0,75,452,0,0,0,0,1.04617,0
